Site,SiteTreatment,Treatment,Species,TAG,IndTag,SpruceDensity,AspenDensity,BirchDensity,WillowDensity,TotalDensity,Decid:conif,Height2013,Height2014,AnnHGr2014,Height2015,FinalHeightGr,AnnHGr,PosFinalHeightGr,PropHGr,PropHGr20142015,Basal2013,Basal2014,Basal2015,FinalBasalGr,PropBasalGr,DBH2013,DBH2014,DBH2015,CrownDepth2013,CrownDepth2014,CrownDepth2015,CrownWidth2013,CrownWidth2014,CrownWidth2015,CrownPerp2013,CrownPerp2014,CrownPerp2015,CrownWmean2014,CrownWmean2015,PropCrownWidthChange,PropCrownDepthChange,CrownRatio2014,CrownRatio2015,ChangeInCrownRatio,Winter2014Herb,Health2013,Health2014,Health2015,PastHerbivory2013,Alive2013,Alive2014,Alive2015,LeafLength2013,LeafLength2014,LeafLength2015,PropLeafChange,Winter2015Herb,LeafLengthAdjusted2015,AdjPropLeafChange,Height2017,Basal2017,DBH2017,CrownDepth2017,CrownWidth2017,CrownPerp2017,CrownWMean2017,Health,Alive2017,Notes,Browsed2017,FinalPropHeightChange,FinalPropBasalChange,FinalPropCrownD,FinalPropCrownW
BF84,BF84C,Control,spruce,BS9,BF84CBS9,5.1,1.55,1.85,0.3,8.8,0.666666667,40,42,2,46,6,3,53.1,15,9.523809524,7,8,10,3,42.85714286,na,na,na,na,35,40,na,27,26,na,20,25,23.5,25.5,8.510638298,14.28571429,1.489361702,1.568627451,0.079265749,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,41,12.1,na,33,35,24,29.5,4,1,,0,2.43902439,42.14876033,-6.060606061,20.33898305
BF86,BF86C,Control,spruce,BS1,BF86CBS1,8.05,11.7,17.45,6.05,43.25,3.621118012,13,17,4,17,4,2,51.1,30.76923077,0,1,3,3,2,200,na,na,na,na,12,13,na,4,7,na,3,4,3.5,5.5,57.14285714,8.333333333,3.428571429,2.363636364,-1.064935065,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,19,3,na,16,9,5,7,3,1,,0,31.57894737,66.66666667,25,50
BF86,BF86C,Control,spruce,BS10,BF86CBS10,8.05,11.7,17.45,6.05,43.25,3.621118012,74,98,24,120,46,23,93.1,62.16216216,22.44897959,9,12,16,7,77.77777778,na,na,na,na,90,113,na,49,58,na,39,47,44,52.5,19.31818182,25.55555556,2.045454545,2.152380952,0.106926407,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,164,17.7,5.8,155,67,20,43.5,4,1,,0,54.87804878,49.15254237,41.93548387,-1.149425287
BF86,BF86C,Control,spruce,BS11,BF86CBS11,8.05,11.7,17.45,6.05,43.25,3.621118012,44,57,13,66,22,11,69.1,50,15.78947368,6,6,8,2,33.33333333,na,na,na,na,51,60,na,26,34,na,16,20,21,27,28.57142857,17.64705882,2.428571429,2.222222222,-0.206349207,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,98,10.5,na,96,26,43,34.5,4,1,,0,55.10204082,42.85714286,46.875,39.13043478
BF86,BF86C,Control,spruce,BS12,BF86CBS12,8.05,11.7,17.45,6.05,43.25,3.621118012,40,46,6,57,17,8.5,64.1,42.5,23.91304348,5,6,8,3,60,na,na,na,na,38,46,na,29,35,na,17,25,23,30,30.43478261,21.05263158,1.652173913,1.533333333,-0.11884058,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,76,10.4,na,66,48,32,40,4,1,,0,47.36842105,51.92307692,42.42424242,42.5
BF86,BF86C,Control,spruce,BS13,BF86CBS13,8.05,11.7,17.45,6.05,43.25,3.621118012,26,39,13,41,15,7.5,62.1,57.69230769,5.128205128,3,4,5,2,66.66666667,na,na,na,na,27,30,na,18,20,na,14,18,16,19,18.75,11.11111111,1.6875,1.578947368,-0.108552632,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,52,5.8,na,43,30,15,22.5,4,1,,0,50,48.27586207,37.20930233,28.88888889
BF86,BF86C,Control,spruce,BS14,BF86CBS14,8.05,11.7,17.45,6.05,43.25,3.621118012,36,41,5,49,13,6.5,60.1,36.11111111,19.51219512,5,7,9,4,80,na,na,na,na,32,41,na,17,22,na,12,15,14.5,18.5,27.5862069,28.125,2.206896552,2.216216216,0.009319664,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,78,9.4,na,68,27,17,22,4,1,,0,53.84615385,46.80851064,52.94117647,34.09090909
BF86,BF86C,Control,spruce,BS15,BF86CBS15,8.05,11.7,17.45,6.05,43.25,3.621118012,33,46,13,54,21,10.5,68.1,63.63636364,17.39130435,6,8,9,3,50,na,na,na,na,39,46,na,22,28,na,14,20,18,24,33.33333333,17.94871795,2.166666667,1.916666667,-0.25,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,78,11.2,na,66,37,33,35,4,1,,0,57.69230769,46.42857143,40.90909091,48.57142857
BF86,BF86C,Control,spruce,BS16,BF86CBS16,8.05,11.7,17.45,6.05,43.25,3.621118012,21,31,10,36,15,7.5,62.1,71.42857143,16.12903226,3,4,5,2,66.66666667,na,na,na,na,23,26,na,12,16,na,9,11,10.5,13.5,28.57142857,13.04347826,2.19047619,1.925925926,-0.264550264,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,85,10.1,na,71,38,19,28.5,4,1,,0,75.29411765,70.2970297,67.6056338,63.15789474
BF86,BF86C,Control,spruce,BS17,BF86CBS17,8.05,11.7,17.45,6.05,43.25,3.621118012,46,58,12,64,18,9,65.1,39.13043478,10.34482759,8,11,12,4,50,na,na,na,na,46,55,na,36,29,na,18,21,27,25,-7.407407407,19.56521739,1.703703704,2.2,0.496296296,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,84,15,na,76,44,15,29.5,4,1,,0,45.23809524,46.66666667,39.47368421,8.474576271
BF86,BF86C,Control,spruce,BS18,BF86CBS18,8.05,11.7,17.45,6.05,43.25,3.621118012,42,51,9,57,15,7.5,62.1,35.71428571,11.76470588,5,5,7,2,40,na,na,na,na,42,46,na,29,32,na,15,21,22,26.5,20.45454545,9.523809524,1.909090909,1.735849057,-0.173241852,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,70,8.9,na,59,35,16,25.5,4,1,,0,40,43.82022472,28.81355932,13.7254902
BF86,BF86C,Control,spruce,BS19,BF86CBS19,8.05,11.7,17.45,6.05,43.25,3.621118012,23,30,7,36,13,6.5,60.1,56.52173913,20,3,5,6,3,100,na,na,na,na,27,29,na,17,17,na,11,13,14,15,7.142857143,7.407407407,1.928571429,1.933333333,0.004761904,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,47,6.7,na,41,21,6,13.5,4,1,,0,51.06382979,55.2238806,34.14634146,-3.703703704
BF86,BF86C,Control,spruce,BS2,BF86CBS2,8.05,11.7,17.45,6.05,43.25,3.621118012,30,40,10,46,16,8,63.1,53.33333333,15,3,5,6,3,100,na,na,na,na,38,42,na,22,29,na,17,21,19.5,25,28.20512821,10.52631579,1.948717949,1.68,-0.268717949,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,62,8.5,na,55,33,22,27.5,4,1,,0,51.61290323,64.70588235,30.90909091,29.09090909
BF86,BF86C,Control,spruce,BS20,BF86CBS20,8.05,11.7,17.45,6.05,43.25,3.621118012,45,60,15,68,23,11.5,70.1,51.11111111,13.33333333,6,7,9,3,50,na,na,na,na,50,58,na,35,36,na,24,28,29.5,32,8.474576271,16,1.694915254,1.8125,0.117584746,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,91,12.3,na,80,40,13,26.5,4,1,,0,50.54945055,51.2195122,37.5,-11.32075472
BF86,BF86C,Control,spruce,BS3,BF86CBS3,8.05,11.7,17.45,6.05,43.25,3.621118012,32,42,10,49,17,8.5,64.1,53.125,16.66666667,5,6,4,-1,-20,na,na,na,na,35,46,na,23,30,na,18,25,20.5,27.5,34.14634146,31.42857143,1.707317073,1.672727273,-0.0345898,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,64,7.7,na,56,35,28,31.5,4,1,,0,50,35.06493506,37.5,34.92063492
BF86,BF86C,Control,spruce,BS4,BF86CBS4,8.05,11.7,17.45,6.05,43.25,3.621118012,34,39,5,46,12,6,59.1,35.29411765,17.94871795,4,5,6,2,50,na,na,na,na,34,43,na,21,24,na,18,19,19.5,21.5,10.25641026,26.47058824,1.743589744,2,0.256410256,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,64,7.9,na,56,38,12,25,4,1,,0,46.875,49.36708861,39.28571429,22
BF86,BF86C,Control,spruce,BS5,BF86CBS5,8.05,11.7,17.45,6.05,43.25,3.621118012,45,54,9,61,16,8,63.1,35.55555556,12.96296296,7,7,14,7,100,na,na,na,na,50,55,na,32,32,na,21,30,26.5,31,16.98113208,10,1.886792453,1.774193548,-0.112598905,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,75,9.6,na,66,36,26,31,4,1,,0,40,27.08333333,24.24242424,14.51612903
BF86,BF86C,Control,spruce,BS6,BF86CBS6,8.05,11.7,17.45,6.05,43.25,3.621118012,11,18,7,21,10,5,57.1,90.90909091,16.66666667,2,4,4,2,100,na,na,na,na,14,19,na,12,12,na,8,8,10,10,0,35.71428571,1.4,1.9,0.5,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,28,4,na,20,15,7,11,4,1,,0,60.71428571,50,30,9.090909091
BF86,BF86C,Control,spruce,BS7,BF86CBS7,8.05,11.7,17.45,6.05,43.25,3.621118012,24,35,11,39,15,7.5,62.1,62.5,11.42857143,4,5,7,3,75,na,na,na,na,32,35,na,24,28,na,20,27,22,27.5,25,9.375,1.454545455,1.272727273,-0.181818182,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,52,6,na,44,22,10,16,4,1,,0,53.84615385,33.33333333,27.27272727,-37.5
BF86,BF86C,Control,spruce,BS8,BF86CBS8,8.05,11.7,17.45,6.05,43.25,3.621118012,17,40,23,44,27,13.5,74.1,158.8235294,10,5,6,8,3,60,na,na,na,na,37,39,na,20,24,na,14,20,17,22,29.41176471,5.405405405,2.176470588,1.772727273,-0.403743315,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,64,7.7,na,55,54,36,45,4,1,,0,73.4375,35.06493506,32.72727273,62.22222222
BF86,BF86C,Control,spruce,BS9,BF86CBS9,8.05,11.7,17.45,6.05,43.25,3.621118012,23,71,48,88,65,32.5,112.1,282.6086957,23.94366197,5,10,12,7,140,na,na,na,na,65,76,na,35,41,na,26,32,30.5,36.5,19.67213115,16.92307692,2.131147541,2.082191781,-0.04895576,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,135,6,na,129,54,36,45,4,1,,0,82.96296296,16.66666667,49.6124031,32.22222222
BF72,BF72E,Exclosure,spruce,BS1,BF72EBS1,1.25,2.85,3.35,2.45,9.9,4.96,6,7,1,12,6,3,53.1,100,71.42857143,1,1,2,1,100,na,na,na,na,3,5,na,3,3,na,1.5,2,2.25,2.5,11.11111111,66.66666667,1.333333333,2,0.666666667,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,13,2.2,na,9,7,4,5.5,4,1,,0,53.84615385,54.54545455,66.66666667,59.09090909
BF72,BF72E,Exclosure,spruce,BS10,BF72EBS10,1.25,2.85,3.35,2.45,9.9,4.96,15,18,3,22,7,3.5,54.1,46.66666667,22.22222222,3,3,3,0,0,na,na,na,na,13,16,na,10,12,na,8,10,9,11,22.22222222,23.07692308,1.444444444,1.454545455,0.010101011,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,27,3.4,na,20,14,8,11,4,1,,0,44.44444444,11.76470588,35,18.18181818
BF72,BF72E,Exclosure,spruce,BS11,BF72EBS11,1.25,2.85,3.35,2.45,9.9,4.96,11,20,9,20,9,4.5,56.1,81.81818182,0,2,4,4,2,100,na,na,na,na,15,15,na,8,11,na,7,8,7.5,9.5,26.66666667,0,2,1.578947368,-0.421052632,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,30,3.5,na,22,19,16,17.5,4,1,,0,63.33333333,42.85714286,31.81818182,57.14285714
BF72,BF72E,Exclosure,spruce,BS12,BF72EBS12,1.25,2.85,3.35,2.45,9.9,4.96,27,30,3,34,7,3.5,54.1,25.92592593,13.33333333,5,10,6,1,20,na,na,na,na,28,28,na,20,23,na,17,17,18.5,20,8.108108108,0,1.513513514,1.4,-0.113513514,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,59,7.2,na,152,34,23,28.5,4,1,,0,54.23728814,30.55555556,81.57894737,35.0877193
BF72,BF72E,Exclosure,spruce,BS13,BF72EBS13,1.25,2.85,3.35,2.45,9.9,4.96,12,15,3,16,4,2,51.1,33.33333333,6.666666667,2,3,3,1,50,na,na,na,na,12,11,na,6,6,na,6,4,6,5,-16.66666667,-8.333333333,2,2.2,0.2,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,20,2.4,na,14,11,8,9.5,4,1,,0,40,16.66666667,14.28571429,36.84210526
BF72,BF72E,Exclosure,spruce,BS14,BF72EBS14,1.25,2.85,3.35,2.45,9.9,4.96,34,39,5,49,15,7.5,62.1,44.11764706,25.64102564,7,6,7,0,0,na,na,na,na,36,40,na,17,29,na,12,22,14.5,25.5,75.86206897,11.11111111,2.482758621,1.568627451,-0.91413117,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,58,8.4,na,54,48,28,38,4,1,,0,41.37931034,16.66666667,33.33333333,61.84210526
BF72,BF72E,Exclosure,spruce,BS15,BF72EBS15,1.25,2.85,3.35,2.45,9.9,4.96,15,17,2,55,40,20,87.1,266.6666667,223.5294118,3,1,7,4,133.3333333,na,na,na,na,10,48,na,8,36,na,2,27,5,31.5,530,380,2,1.523809524,-0.476190476,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,22,3.2,na,17,15,7,11,4,1,,0,31.81818182,6.25,41.17647059,54.54545455
BF72,BF72E,Exclosure,spruce,BS16,BF72EBS16,1.25,2.85,3.35,2.45,9.9,4.96,42,43,1,16,-26,-13,21.1,-61.9047619,-62.79069767,4,7,4,0,0,na,na,na,na,36,12,na,28,10,na,22,4,25,7,-72,-66.66666667,1.44,1.714285714,0.274285714,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,92,8.5,na,83,54,38,46,4,1,,0,54.34782609,52.94117647,56.62650602,45.65217391
BF72,BF72E,Exclosure,spruce,BS17,BF72EBS17,1.25,2.85,3.35,2.45,9.9,4.96,42,47,5,54,12,6,59.1,28.57142857,14.89361702,5,8,7,2,40,na,na,na,na,36,45,na,18,22,na,14,16,16,19,18.75,25,2.25,2.368421053,0.118421053,0,na,0,1,0,1,1,1,na,na,na,na,0,na,na,73,8.8,na,67,30,20,25,4,1,,0,42.46575342,43.18181818,46.26865672,36
BF72,BF72E,Exclosure,spruce,BS18,BF72EBS18,1.25,2.85,3.35,2.45,9.9,4.96,20,22,2,28,8,4,55.1,40,27.27272727,3,4,4,1,33.33333333,na,na,na,na,16,23,na,14,16,na,12,14,13,15,15.38461538,43.75,1.230769231,1.533333333,0.302564102,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,44,5.8,na,39,25,17,21,4,1,,0,54.54545455,48.27586207,58.97435897,38.0952381
BF72,BF72E,Exclosure,spruce,BS19,BF72EBS19,1.25,2.85,3.35,2.45,9.9,4.96,20,21,1,25,5,2.5,52.1,25,19.04761905,2,4,4,2,100,na,na,na,na,17,20,na,13,16,na,12,12,12.5,14,12,17.64705882,1.36,1.428571429,0.068571429,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,36,4.7,na,27,22,6,14,3,1,,0,44.44444444,57.44680851,37.03703704,10.71428571
BF72,BF72E,Exclosure,spruce,BS2,BF72EBS2,1.25,2.85,3.35,2.45,9.9,4.96,46,59,13,79,33,16.5,80.1,71.73913043,33.89830508,6,7,14,8,133.3333333,na,na,na,na,51,73,na,26,36,na,22,28,24,32,33.33333333,43.1372549,2.125,2.28125,0.15625,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,128,12.6,na,117,46,27,36.5,4,1,,0,64.0625,52.38095238,56.41025641,34.24657534
BF72,BF72E,Exclosure,spruce,BS20,BF72EBS20,1.25,2.85,3.35,2.45,9.9,4.96,20,34,14,39,19,9.5,66.1,95,14.70588235,5,4,5,0,0,na,na,na,na,29,30,na,15,19,na,12,17,13.5,18,33.33333333,3.448275862,2.148148148,1.666666667,-0.481481481,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,64,6.6,na,53,36,13,24.5,4,1,,0,68.75,24.24242424,45.28301887,44.89795918
BF72,BF72E,Exclosure,spruce,BS3,BF72EBS3,1.25,2.85,3.35,2.45,9.9,4.96,20,20,0,23,3,1.5,50.1,15,15,4,3,4,0,0,na,na,na,na,14,17,na,12,18,na,5,10,8.5,14,64.70588235,21.42857143,1.647058824,1.214285714,-0.43277311,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,40,4.5,na,33,23,15,19,4,1,,0,50,11.11111111,57.57575758,55.26315789
BF72,BF72E,Exclosure,spruce,BS4,BF72EBS4,1.25,2.85,3.35,2.45,9.9,4.96,41,45,4,56,15,7.5,62.1,36.58536585,24.44444444,6,8,10,4,66.66666667,na,na,na,na,39,48,na,31,36,na,24,34,27.5,35,27.27272727,23.07692308,1.418181818,1.371428571,-0.046753247,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,78,11.4,na,70,56,40,48,4,1,,0,47.43589744,47.36842105,44.28571429,42.70833333
BF72,BF72E,Exclosure,spruce,BS5,BF72EBS5,1.25,2.85,3.35,2.45,9.9,4.96,24,13,-11,20,-4,-2,43.1,-16.66666667,53.84615385,4,2,3,-1,-25,na,na,na,na,10,16,na,6,10,na,4,9,5,9.5,90,60,2,1.684210526,-0.315789474,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,28,4,na,17,15,10,12.5,4,1,,0,14.28571429,0,41.17647059,60
BF72,BF72E,Exclosure,spruce,BS6,BF72EBS6,1.25,2.85,3.35,2.45,9.9,4.96,10,9,-1,12,2,1,49.1,20,33.33333333,2,1,1,-1,-50,na,na,na,na,6,9,na,2.5,5,na,1,4,1.75,4.5,157.1428571,50,3.428571429,2,-1.428571429,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,16,4.6,na,11,8,3,5.5,4,1,,0,37.5,56.52173913,45.45454545,68.18181818
BF72,BF72E,Exclosure,spruce,BS7,BF72EBS7,1.25,2.85,3.35,2.45,9.9,4.96,25,26,1,29,4,2,51.1,16,11.53846154,3,4,5,2,66.66666667,na,na,na,na,22,21,na,13,17,na,10,13,11.5,15,30.43478261,-4.545454545,1.913043478,1.4,-0.513043478,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,56,7,na,48,21,18,19.5,4,1,,0,55.35714286,57.14285714,54.16666667,41.02564103
BF72,BF72E,Exclosure,spruce,BS8,BF72EBS8,1.25,2.85,3.35,2.45,9.9,4.96,10,14,4,13,3,1.5,50.1,30,-7.142857143,4,2,2,-2,-50,na,na,na,na,10,17,na,5,10,na,3,6,4,8,100,70,2.5,2.125,-0.375,0,na,0,1,0,1,1,1,na,na,na,na,0,na,na,21,2.7,na,15,13,10,11.5,4,1,,0,52.38095238,-48.14814815,33.33333333,65.2173913
BF72,BF72E,Exclosure,spruce,BS9,BF72EBS9,1.25,2.85,3.35,2.45,9.9,4.96,33,36,3,39,6,3,53.1,18.18181818,8.333333333,4,6,5,1,25,na,na,na,na,29,33,na,22,23,na,15,19,18.5,21,13.51351351,13.79310345,1.567567568,1.571428571,0.003861003,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,52,7.5,na,47,26,20,23,4,1,,0,36.53846154,46.66666667,38.29787234,19.56521739
BF76,BF76E,Exclosure,spruce,BS1,BF76EBS1,2.95,10.5,2.3,1.05,16.8,4.338983051,30,33,3,38,8,4,55.1,26.66666667,15.15151515,4,5,6,2,50,na,na,na,na,29,32,na,20,22,na,16,16,18,19,5.555555556,10.34482759,1.611111111,1.684210526,0.073099415,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,54,7,na,45,31,24,27.5,4,1,,0,44.44444444,42.85714286,35.55555556,34.54545455
BF76,BF76E,Exclosure,spruce,BS10,BF76EBS10,2.95,10.5,2.3,1.05,16.8,4.338983051,20,24,4,26,6,3,53.1,30,8.333333333,3,5,5,2,66.66666667,na,na,na,na,20,23,na,22,22,na,15,18,18.5,20,8.108108108,15,1.081081081,1.15,0.068918919,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,32,6.4,na,25,28,21,24.5,4,1,,0,37.5,53.125,20,24.48979592
BF76,BF76E,Exclosure,spruce,BS11,BF76EBS11,2.95,10.5,2.3,1.05,16.8,4.338983051,17,19,2,21,4,2,51.1,23.52941176,10.52631579,2,3,4,2,100,na,na,na,na,17,18,na,12,14,na,9,10,10.5,12,14.28571429,5.882352941,1.619047619,1.5,-0.119047619,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,28,4.4,na,24,17,9,13,4,1,,0,39.28571429,54.54545455,29.16666667,19.23076923
BF76,BF76E,Exclosure,spruce,BS12,BF76EBS12,2.95,10.5,2.3,1.05,16.8,4.338983051,17,20,3,23,6,3,53.1,35.29411765,15,2,2,3,1,50,na,na,na,na,13,15,na,10,14,na,4,8,7,11,57.14285714,15.38461538,1.857142857,1.363636364,-0.493506493,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,31,4.7,na,18,21,13,17,3,1,,0,45.16129032,57.44680851,27.77777778,58.82352941
BF76,BF76E,Exclosure,spruce,BS13,BF76EBS13,2.95,10.5,2.3,1.05,16.8,4.338983051,10,15,5,17,7,3.5,54.1,70,13.33333333,1,2,2,1,100,na,na,na,na,10,10,na,4,5,na,3,4,3.5,4.5,28.57142857,0,2.857142857,2.222222222,-0.634920635,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,16,2.6,na,10,6,5,5.5,4,1,,0,37.5,61.53846154,0,36.36363636
BF76,BF76E,Exclosure,spruce,BS14,BF76EBS14,2.95,10.5,2.3,1.05,16.8,4.338983051,50,61,11,72,22,11,69.1,44,18.03278689,8,12,10,2,25,na,na,na,na,54,63,na,30,33,na,24,30,27,31.5,16.66666667,16.66666667,2,2,0,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,87,12,na,73,42,43,42.5,4,1,,0,42.52873563,33.33333333,26.02739726,36.47058824
BF76,BF76E,Exclosure,spruce,BS15,BF76EBS15,2.95,10.5,2.3,1.05,16.8,4.338983051,28,39,11,33,5,2.5,52.1,17.85714286,-15.38461538,3,4,6,3,100,na,na,na,na,27,25,na,13,18,na,10,16,11.5,17,47.82608696,-7.407407407,2.347826087,1.470588235,-0.877237852,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,41,5.5,na,32,24,16,20,4,1,,0,31.70731707,45.45454545,15.625,42.5
BF76,BF76E,Exclosure,spruce,BS16,BF76EBS16,2.95,10.5,2.3,1.05,16.8,4.338983051,32,35,3,43,11,5.5,58.1,34.375,22.85714286,4,6,5,1,25,na,na,na,na,30,32,na,22,23,na,19,21,20.5,22,7.317073171,6.666666667,1.463414634,1.454545455,-0.008869179,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,47,7,na,39,30,15,22.5,4,1,,0,31.91489362,42.85714286,23.07692308,8.888888889
BF76,BF76E,Exclosure,spruce,BS17,BF76EBS17,2.95,10.5,2.3,1.05,16.8,4.338983051,41,46,5,56,15,7.5,62.1,36.58536585,21.73913043,4,6,7,3,75,na,na,na,na,40,49,na,25,30,na,20,27,22.5,28.5,26.66666667,22.5,1.777777778,1.719298246,-0.058479532,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,65,8.6,na,55,33,22,27.5,4,1,,0,36.92307692,53.48837209,27.27272727,18.18181818
BF76,BF76E,Exclosure,spruce,BS18,BF76EBS18,2.95,10.5,2.3,1.05,16.8,4.338983051,22,26,4,27,5,2.5,52.1,22.72727273,3.846153846,3,4,5,2,66.66666667,na,na,na,na,19,22,na,13,14,na,10,10,11.5,12,4.347826087,15.78947368,1.652173913,1.833333333,0.18115942,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,32,6,na,23,18,15,16.5,4,1,,0,31.25,50,17.39130435,30.3030303
BF76,BF76E,Exclosure,spruce,BS19,BF76EBS19,2.95,10.5,2.3,1.05,16.8,4.338983051,46,54,8,65,19,9.5,66.1,41.30434783,20.37037037,6,7,8,2,33.33333333,na,na,na,na,47,58,na,32,37,na,29,28,30.5,32.5,6.557377049,23.40425532,1.540983607,1.784615385,0.243631778,0,na,0,1,0,1,1,1,na,na,na,na,0,na,na,80,9,na,76,41,35,38,4,1,,0,42.5,33.33333333,38.15789474,19.73684211
BF76,BF76E,Exclosure,spruce,BS2,BF76EBS2,2.95,10.5,2.3,1.05,16.8,4.338983051,33,36,3,49,16,8,63.1,48.48484848,36.11111111,4,5,6,2,50,na,na,na,na,34,43,na,24,29,na,15,19,19.5,24,23.07692308,26.47058824,1.743589744,1.791666667,0.048076923,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,59,7.5,na,53,24,32,28,4,1,,0,44.06779661,46.66666667,35.8490566,30.35714286
BF76,BF76E,Exclosure,spruce,BS20,BF76EBS20,2.95,10.5,2.3,1.05,16.8,4.338983051,20,23,3,28,8,4,55.1,40,21.73913043,5,4,6,1,20,na,na,na,na,20,24,na,14,17,na,12,13,13,15,15.38461538,20,1.538461538,1.6,0.061538462,0,na,0,2,0,1,1,1,na,na,na,na,0,na,na,32,5.3,na,27,20,12,16,4,1,,0,37.5,5.660377358,25.92592593,18.75
BF76,BF76E,Exclosure,spruce,BS3,BF76EBS3,2.95,10.5,2.3,1.05,16.8,4.338983051,26,31,5,36,10,5,57.1,38.46153846,16.12903226,5,5,7,2,40,na,na,na,na,26,31,na,23,26,na,16,14,19.5,20,2.564102564,19.23076923,1.333333333,1.55,0.216666667,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,47,10.2,na,38,34,27,30.5,4,1,,0,44.68085106,50.98039216,31.57894737,36.06557377
BF76,BF76E,Exclosure,spruce,BS5,BF76EBS5,2.95,10.5,2.3,1.05,16.8,4.338983051,23,28,5,33,10,5,57.1,43.47826087,17.85714286,4,8,5,1,25,na,na,na,na,23,26,na,23,23,na,20,17,21.5,20,-6.976744186,13.04347826,1.069767442,1.3,0.230232558,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,38,6.2,na,30,32,24,28,4,1,,0,39.47368421,35.48387097,23.33333333,23.21428571
BF76,BF76E,Exclosure,spruce,BS6,BF76EBS6,2.95,10.5,2.3,1.05,16.8,4.338983051,48,58,10,67,19,9.5,66.1,39.58333333,15.51724138,5,10,11,6,120,na,na,na,na,54,58,na,44,49,na,35,47,39.5,48,21.51898734,7.407407407,1.367088608,1.208333333,-0.158755275,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,76,12.4,na,66,52,47,49.5,4,1,,0,36.84210526,59.67741935,18.18181818,20.2020202
BF76,BF76E,Exclosure,spruce,BS7,BF76EBS7,2.95,10.5,2.3,1.05,16.8,4.338983051,10,13,3,11,1,0.5,48.1,10,-15.38461538,2,2,3,1,50,na,na,na,na,8,9,na,5,5,na,3,3,4,4,0,12.5,2,2.25,0.25,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,15,1.8,na,11,8,4,6,4,1,,0,33.33333333,-11.11111111,27.27272727,33.33333333
BF76,BF76E,Exclosure,spruce,BS8,BF76EBS8,2.95,10.5,2.3,1.05,16.8,4.338983051,30,38,8,45,15,7.5,62.1,50,18.42105263,4,6,7,3,75,na,na,na,na,27,34,na,24,25,na,18,22,21,23.5,11.9047619,25.92592593,1.285714286,1.446808511,0.161094225,0,na,0,0,0,1,1,1,na,na,na,na,0,na,na,53,6.6,na,42,33,28,30.5,4,1,,0,43.39622642,39.39393939,35.71428571,31.14754098
