"Scenario","TSF","Site","species","mean","sd","low","high","Data","Variable"
"Browsing",10,"BF82","Pima",5.45,3.23590059049702,-2.21409940950298,8.68590059049702,"Field","Basal"
"Browsing",10,"BF82","Potr",5.19,1.90503718248927,-3.28496281751073,7.09503718248927,"Field","Basal"
"Browsing",10,"BF84","Bene",10.65,5.15317990738677,-5.49682009261323,15.8031799073868,"Field","Basal"
"Browsing",10,"BF84","Pima",5.85,2.97843123667124,-2.87156876332876,8.82843123667124,"Field","Basal"
"Browsing",10,"BF84","Potr",4.32,1.24956132653501,-3.07043867346499,5.56956132653501,"Field","Basal"
"Browsing",10,"BF86","Bene",22.79,13.3607174930774,-9.42928250692259,36.1507174930774,"Field","Basal"
"Browsing",10,"BF86","Pima",7.9,3.43204711046061,-4.46795288953939,11.3320471104606,"Field","Basal"
"Browsing",10,"BF86","Potr",4.15,2.20704613263496,-1.94295386736504,6.35704613263496,"Field","Basal"
"Browsing",12,"BF72","Bene",26.86,9.90408740714767,-16.9559125928523,36.7640874071477,"Field","Basal"
"Browsing",12,"BF72","Pima",5.53,1.98225682121746,-3.54774317878254,7.51225682121746,"Field","Basal"
"Browsing",12,"BF72","Potr",25.75,75.005861759236,49.255861759236,100.755861759236,"Field","Basal"
"Browsing",12,"BF76","Bene",37.78,16.6549273568862,-21.1250726431138,54.4349273568862,"Field","Basal"
"Browsing",12,"BF76","Pima",7.41,4.20111514018036,-3.20888485981964,11.6111151401804,"Field","Basal"
"Browsing",12,"BF76","Potr",11.46,5.98915467192245,-5.47084532807755,17.4491546719225,"Field","Basal"
"Browsing",12,"BF79","Bene",17.35,6.44764338833638,-10.9023566116636,23.7976433883364,"Field","Basal"
"Browsing",12,"BF79","Pima",6.17,2.7270767074692,-3.4429232925308,8.8970767074692,"Field","Basal"
"Browsing",12,"BF79","Potr",9.65,2.846317000588,-6.803682999412,12.496317000588,"Field","Basal"
"Browsing",12,"BF82","Bene",25.6,10.9010320612316,-14.6989679387684,36.5010320612316,"Field","Basal"
"Browsing",12,"BF82","Pima",6.12,3.95624423172441,-2.16375576827559,10.0762442317244,"Field","Basal"
"Browsing",12,"BF82","Potr",5.61,1.93975943525651,-3.67024056474349,7.54975943525651,"Field","Basal"
"Browsing",12,"BF84","Bene",12.32,6.63243403936667,-5.68756596063333,18.9524340393667,"Field","Basal"
"Browsing",12,"BF84","Pima",7.3,3.10321988976136,-4.19678011023864,10.4032198897614,"Field","Basal"
"Browsing",12,"BF84","Potr",7.6,9.75146712608473,2.15146712608473,17.3514671260847,"Field","Basal"
"Browsing",12,"BF86","Bene",25.63,15.2502191133943,-10.3797808866057,40.8802191133943,"Field","Basal"
"Browsing",12,"BF86","Pima",8.92,3.49896225216924,-5.42103774783076,12.4189622521692,"Field","Basal"
"Browsing",12,"BF86","Potr",4.14,2.3988910693429,-1.7411089306571,6.5388910693429,"Field","Basal"
"No Browsing",8,"BF72","Bene",11.8,5.3073930561653,-6.49260694383471,17.1073930561653,"Field","Basal"
"No Browsing",8,"BF72","Pima",3.75,1.58529426124516,-2.16470573875484,5.33529426124516,"Field","Basal"
"No Browsing",8,"BF72","Potr",5.5,2.01311489462161,-3.48688510537839,7.51311489462161,"Field","Basal"
"No Browsing",8,"BF76","Bene",15.4,7.78257162206886,-7.61742837793114,23.1825716220689,"Field","Basal"
"No Browsing",8,"BF76","Pima",3.95,1.63755273117186,-2.31244726882814,5.58755273117186,"Field","Basal"
"No Browsing",8,"BF76","Potr",8.7,3.75709854457987,-4.94290145542013,12.4570985445799,"Field","Basal"
"No Browsing",8,"BF79","Bene",12.75,4.5868806049657,-8.1631193950343,17.3368806049657,"Field","Basal"
"No Browsing",8,"BF79","Pima",2.9,1.29370947686346,-1.60629052313654,4.19370947686346,"Field","Basal"
"No Browsing",8,"BF79","Potr",6.2,2.87640126034709,-3.32359873965291,9.07640126034709,"Field","Basal"
"No Browsing",8,"BF82","Bene",12.35,6.351750691117,-5.998249308883,18.701750691117,"Field","Basal"
"No Browsing",8,"BF82","Pima",4.15,1.34848843251679,-2.80151156748321,5.49848843251679,"Field","Basal"
"No Browsing",8,"BF82","Potr",3.9,1.11921024787453,-2.78078975212547,5.01921024787453,"Field","Basal"
"No Browsing",8,"BF84","Bene",9.2,3.45801890348247,-5.74198109651753,12.6580189034825,"Field","Basal"
"No Browsing",8,"BF84","Pima",4.85,1.59851905146443,-3.25148094853557,6.44851905146443,"Field","Basal"
"No Browsing",8,"BF84","Potr",4.85,2.08440323404692,-2.76559676595308,6.93440323404692,"Field","Basal"
"No Browsing",8,"BF86","Bene",14.1,7.87333942391731,-6.22666057608269,21.9733394239173,"Field","Basal"
"No Browsing",8,"BF86","Pima",4.25,1.06992375527664,-3.18007624472336,5.31992375527664,"Field","Basal"
"No Browsing",8,"BF86","Potr",4.15,1.34848843251679,-2.80151156748321,5.49848843251679,"Field","Basal"
"No Browsing",9,"BF72","Bene",17.9,7.43321139070775,-10.4667886092923,25.3332113907077,"Field","Basal"
"No Browsing",9,"BF72","Pima",4.4,2.60364117505102,-1.79635882494898,7.00364117505102,"Field","Basal"
"No Browsing",9,"BF72","Potr",7.1,4.89790503013386,-2.20209496986614,11.9979050301339,"Field","Basal"
"No Browsing",9,"BF76","Bene",26.75,16.3960040061114,-10.3539959938886,43.1460040061114,"Field","Basal"
"No Browsing",9,"BF76","Pima",5.63,2.90995468303373,-2.72004531696627,8.53995468303373,"Field","Basal"
"No Browsing",9,"BF76","Potr",10.35,5.34371248832633,-5.00628751167367,15.6937124883263,"Field","Basal"
"No Browsing",9,"BF79","Bene",20.1,14.7144755079372,-5.38552449206278,34.8144755079372,"Field","Basal"
"No Browsing",9,"BF79","Pima",5,2.20047841688072,-2.79952158311928,7.20047841688072,"Field","Basal"
"No Browsing",9,"BF79","Potr",9,9.67906041546987,0.679060415469872,18.6790604154699,"Field","Basal"
"No Browsing",9,"BF82","Bene",15.2,10.0765491168983,-5.12345088310174,25.2765491168983,"Field","Basal"
"No Browsing",9,"BF82","Pima",4.55,1.46808145478878,-3.08191854521122,6.01808145478878,"Field","Basal"
"No Browsing",9,"BF82","Potr",5.3,1.86660400897346,-3.43339599102654,7.16660400897346,"Field","Basal"
"No Browsing",9,"BF84","Bene",9.75,3.87807602867846,-5.87192397132154,13.6280760286785,"Field","Basal"
"No Browsing",9,"BF84","Pima",5.6,1.95744193971837,-3.64255806028163,7.55744193971837,"Field","Basal"
"No Browsing",9,"BF84","Potr",5.53,2.19515681678836,-3.33484318321164,7.72515681678836,"Field","Basal"
"No Browsing",9,"BF86","Bene",17.45,10.5853672586264,-6.86463274137359,28.0353672586264,"Field","Basal"
"No Browsing",9,"BF86","Pima",5,2.02614490051791,-2.97385509948209,7.02614490051791,"Field","Basal"
"No Browsing",9,"BF86","Potr",4.55,1.60509058606475,-2.94490941393525,6.15509058606475,"Field","Basal"
"No Browsing",10,"BF72","Bene",20.55,7.95695657237972,-12.5930434276203,28.5069565723797,"Field","Basal"
"No Browsing",10,"BF72","Pima",5,2.99121520808059,-2.00878479191941,7.99121520808059,"Field","Basal"
"No Browsing",10,"BF72","Potr",7.84,5.09098503778697,-2.74901496221303,12.930985037787,"Field","Basal"
"No Browsing",10,"BF76","Bene",27.25,19.7187460901656,-7.5312539098344,46.9687460901656,"Field","Basal"
"No Browsing",10,"BF76","Pima",6,2.28521820013368,-3.71478179986632,8.28521820013368,"Field","Basal"
"No Browsing",10,"BF76","Potr",11.9,5.72988472374169,-6.17011527625831,17.6298847237417,"Field","Basal"
"No Browsing",10,"BF79","Bene",18.25,7.65626678301061,-10.5937332169894,25.9062667830106,"Field","Basal"
"No Browsing",10,"BF79","Pima",4.95,2.21181040398084,-2.73818959601916,7.16181040398084,"Field","Basal"
"No Browsing",10,"BF79","Potr",8.47,4.24746226263573,-4.22253773736427,12.7174622626357,"Field","Basal"
"No Browsing",10,"BF82","Bene",17.3,10.5436436326647,-6.75635636733527,27.8436436326647,"Field","Basal"
"No Browsing",10,"BF82","Pima",6.15,2.8704483420209,-3.2795516579791,9.0204483420209,"Field","Basal"
"No Browsing",10,"BF82","Potr",5.68,1.85749627123739,-3.82250372876261,7.53749627123739,"Field","Basal"
"No Browsing",10,"BF84","Bene",11.4,4.69490205043278,-6.70509794956722,16.0949020504328,"Field","Basal"
"No Browsing",10,"BF84","Pima",6.5,2.25948294038586,-4.24051705961414,8.75948294038586,"Field","Basal"
"No Browsing",10,"BF84","Potr",6.42,2.81495588032693,-3.60504411967307,9.23495588032693,"Field","Basal"
"No Browsing",10,"BF86","Bene",20.5,13.2922613022132,-7.20773869778675,33.7922613022132,"Field","Basal"
"No Browsing",10,"BF86","Pima",6.75,2.57262921009452,-4.17737078990548,9.32262921009453,"Field","Basal"
"No Browsing",10,"BF86","Potr",5.05,1.90497962414852,-3.14502037585148,6.95497962414852,"Field","Basal"
"No Browsing",12,"BF72","Bene",25.61,9.941984340743,-15.668015659257,35.551984340743,"Field","Basal"
"No Browsing",12,"BF72","Pima",5.95,2.96159629787366,-2.98840370212634,8.91159629787366,"Field","Basal"
"No Browsing",12,"BF72","Potr",7.73,6.38418642093963,-1.34581357906037,14.1141864209396,"Field","Basal"
"No Browsing",12,"BF76","Bene",30.75,19.3013900508419,-11.4486099491581,50.0513900508419,"Field","Basal"
"No Browsing",12,"BF76","Pima",7.03,2.87229150323085,-4.15770849676915,9.90229150323086,"Field","Basal"
"No Browsing",12,"BF76","Potr",11.85,6.54636187520745,-5.30363812479255,18.3963618752074,"Field","Basal"
"No Browsing",12,"BF79","Bene",19,9.29093927606778,-9.70906072393222,28.2909392760678,"Field","Basal"
"No Browsing",12,"BF79","Pima",6.35,2.83168166512968,-3.51831833487032,9.18168166512968,"Field","Basal"
"No Browsing",12,"BF79","Potr",8.88,4.34356258706058,-4.53643741293942,13.2235625870606,"Field","Basal"
"No Browsing",12,"BF82","Bene",19.82,14.1368209255954,-5.68317907440457,33.9568209255954,"Field","Basal"
"No Browsing",12,"BF82","Pima",7.48,2.72571681649849,-4.75428318350151,10.2057168164985,"Field","Basal"
"No Browsing",12,"BF82","Potr",5.86,1.63624315633914,-4.22375684366086,7.49624315633914,"Field","Basal"
"No Browsing",12,"BF84","Bene",12.44,5.78458932718741,-6.65541067281259,18.2245893271874,"Field","Basal"
"No Browsing",12,"BF84","Pima",7.66,2.18590581007653,-5.47409418992347,9.84590581007653,"Field","Basal"
"No Browsing",12,"BF84","Potr",6.88,2.68793601114312,-4.19206398885688,9.56793601114312,"Field","Basal"
"No Browsing",12,"BF86","Bene",21.01,16.2924138339907,-4.71758616600929,37.3024138339907,"Field","Basal"
"No Browsing",12,"BF86","Pima",7.21,2.85043343374897,-4.35956656625103,10.060433433749,"Field","Basal"
"No Browsing",12,"BF86","Potr",5.16,1.71754874289219,-3.44245125710781,6.87754874289219,"Field","Basal"
