burn,site,blk,spp,diam06,ht_new_06,diam08,ht_new_08,diam11,ht_tot_11,har11,diam13,ht13,diam15,ht15,biomass06,biomass08,biomass11,biomass13,biomass15
TC,8,12,BS,1.4,2.4,3.7,1.1,7.1,45.1,0,7.2,56,12.2,76,-0.497315135,0.565306025,1.278585698,1.358062355,1.846308346
TC,8,12,LP,2.2,1.1,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.172499638,NA,NA,NA,NA
TC,8,12,WS,1.8,2.6,3.8,1,9.2,52.3,0,8.9,79,15.8,83,-0.186542078,0.575445661,1.512913162,1.649239372,1.978955547
TC,8,13,BS,1.4,0.3,3.5,1.1,NA,NA,0,NA,NA,NA,NA,-0.497315135,0.50454659,NA,NA,NA
TC,8,13,LP,1.7,3.9,2,1.5,2.8,13.6,0,2.2,14,3.5,19,-0.452889769,-0.276149819,-0.009042543,-0.218148022,0.305090372
TC,8,13,WS,1.7,3.8,2.7,1.6,4,30.5,0,4.8,42,6.1,48,-0.244830583,0.226939568,0.771267645,1.031268377,1.234263396
TC,8,14,BS,1.1,0.3,3.2,0.5,3,18.2,0,2.9,26,4.4,28,-0.760998948,0.406565688,0.306817488,0.404916128,0.754880021
TC,8,14,LP,2.3,1.7,3.3,1.2,3.4,18.1,0,3.8,21,4.9,27,-0.124158178,0.268445201,0.263026577,0.411296511,0.715888783
TC,8,14,WS,1.7,2.6,3.5,1.8,4,24,0,4.2,31,7,36,-0.244830583,0.491581616,0.660367144,0.810321336,1.200760912
TC,10,1,BS,1.9,1.6,2.6,1.4,NA,NA,0,NA,NA,NA,NA,-0.163414359,0.1795352,NA,NA,NA
TC,10,1,LP,1.8,1.9,2.3,0.6,2.7,15.5,1,NA,NA,NA,NA,-0.390729778,-0.124158178,0.003092092,NA,NA
TC,10,1,TA,NA,NA,5.5,1.8,7.1,58.9,1,NA,NA,NA,NA,NA,0.636855782,0.967184828,NA,NA
TC,10,1,WS,2,1.5,2.9,1.4,NA,NA,0,NA,NA,NA,NA,-0.079098457,0.299811363,NA,NA,NA
TC,10,2,BS,1.6,2.6,3.7,0.8,2.3,17.5,1,NA,NA,NA,NA,-0.351313449,0.565306025,0.082185612,NA,NA
TC,10,2,LP,2.3,3.5,2.5,0.4,NA,NA,0,NA,NA,NA,NA,-0.124158178,-0.033480362,NA,NA,NA
TC,10,2,TA,1.4,7.2,NA,NA,NA,NA,0,NA,NA,NA,NA,-1.014962054,NA,NA,NA,NA
TC,10,2,WS,1.3,2.6,NA,NA,2.1,9.4,1,NA,NA,NA,NA,-0.518398475,NA,-0.27119057,NA,NA
TC,10,3,BS,1.3,1.6,2.1,2,3.6,29.5,1,NA,NA,NA,NA,-0.578343937,-0.053984259,0.61680657,NA,NA
TC,10,3,LP,2.5,3.5,3.5,4.4,4.4,21.2,1,NA,NA,NA,NA,-0.033480362,0.332434468,0.544387926,NA,NA
TC,10,3,TA,3.7,3.2,5.6,1.5,8.2,49,1,NA,NA,NA,NA,0.15829306,0.658608186,1.045541356,NA,NA
TC,10,3,WS,1.8,2.7,4.1,4.5,7.8,36,1,NA,NA,NA,NA,-0.186542078,0.652933902,1.268978121,NA,NA
TC,10,4,BS,2,1.8,3.4,0.4,4,17.1,1,NA,NA,NA,NA,-0.107330862,0.472851951,0.5136729,NA,NA
TC,10,4,LP,1.7,1.8,2.1,0.5,2,9.7,1,NA,NA,NA,NA,-0.452889769,-0.223090331,-0.437413886,NA,NA
TC,10,4,TA,1.6,10.2,NA,NA,3.7,11.6,1,NA,NA,NA,NA,-0.853759519,NA,-0.153411864,NA,NA
TC,10,4,WS,2.3,1.3,NA,NA,2.2,11.6,1,NA,NA,NA,NA,0.063426749,NA,-0.124627205,NA,NA
TC,10,5,BS,1.2,1.3,2.5,1.5,NA,NA,0,NA,NA,NA,NA,-0.665861711,0.136651725,NA,NA,NA
TC,10,5,LP,3,6.3,4.3,9,5.8,40.9,1,NA,NA,NA,NA,0.16479502,0.556299356,0.990212745,NA,NA
TC,10,5,TA,3.1,2.7,4.2,0.5,NA,NA,0,NA,NA,NA,NA,-0.055302245,0.311310982,NA,NA,NA
TC,10,5,WS,2,2.2,4.7,3,6.6,32.6,1,NA,NA,NA,NA,-0.079098457,0.792209701,1.123025095,NA,NA
TC,10,6,BS,1.8,1.2,2,2.5,4.3,34.6,1,NA,NA,NA,NA,-0.222530836,-0.107330862,0.808202885,NA,NA
TC,10,6,LP,1.5,1.5,5.6,2,8.5,40.2,1,NA,NA,NA,NA,-0.589005161,0.843565193,1.310973618,NA,NA
TC,10,6,TA,4,0.8,NA,NA,NA,NA,0,NA,NA,NA,NA,0.25241024,NA,NA,NA,NA
TC,10,6,WS,1.9,1.4,2.8,3,5,36.6,1,NA,NA,NA,NA,-0.131405882,0.264026245,0.995908538,NA,NA
TC,10,7,BS,1.6,1.2,2.9,2.1,NA,NA,0,NA,NA,NA,NA,-0.351313449,0.298932447,NA,NA,NA
TC,10,7,LP,2.4,2,3.6,2,NA,NA,0,NA,NA,NA,NA,-0.077874436,0.363070403,NA,NA,NA
TC,10,7,TA,4.3,1.2,4.8,1.2,NA,NA,0,NA,NA,NA,NA,0.339717605,0.472513517,NA,NA,NA
TC,10,7,WS,1.4,1.7,3.6,2,NA,NA,0,NA,NA,NA,NA,-0.442825298,0.520309465,NA,NA,NA
TC,10,8,BS,1.5,2,2.9,0.5,NA,NA,0,NA,NA,NA,NA,-0.421879124,0.298932447,NA,NA,NA
TC,10,8,LP,1.8,1.3,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.390729778,NA,NA,NA,NA
TC,10,8,TA,3.2,0.5,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.016974399,NA,NA,NA,NA
TC,10,8,WS,1.7,1.6,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.244830583,NA,NA,NA,NA
TC,10,9,BS,2,1.7,3.5,3,NA,NA,0,NA,NA,NA,NA,-0.107330862,0.50454659,NA,NA,NA
TC,10,9,LP,2.8,4.9,3.3,4,6.9,29.2,0,7.2,29,9.8,41,0.089765012,0.268445201,1.038257239,1.073253477,1.437856209
TC,10,9,TA,4.5,3.7,7.7,3.5,8.2,56,0,8.5,69,10.9,74,0.394600953,1.043053728,1.087165076,1.186093354,1.442230474
TC,10,9,WS,1.8,4.7,4.9,8,NA,NA,0,NA,NA,NA,NA,-0.186542078,0.834706317,NA,NA,NA
TC,10,10,BS,1.5,1.4,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.421879124,NA,NA,NA,NA
TC,10,10,LP,1.6,1.1,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.518819275,NA,NA,NA,NA
TC,10,10,TA,3.5,6.5,2.8,0,NA,NA,0,NA,NA,NA,NA,0.091207706,-0.178176934,NA,NA,NA
TC,10,10,WS,1.6,1.8,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.306653828,NA,NA,NA,NA
TC,10,11,BS,1.6,1.2,2.1,1,2.9,23.5,0,NA,NA,NA,NA,-0.351313449,-0.053984259,0.369495905,NA,NA
TC,10,11,LP,2.9,3.6,3.1,4,NA,NA,0,NA,NA,NA,NA,0.127926955,0.200454077,NA,NA,NA
TC,10,11,WS,1.8,1.7,2.2,1,NA,NA,0,NA,NA,NA,NA,-0.186542078,0.018096121,NA,NA,NA
TC,10,12,BS,1.6,1.4,3.5,1,4.4,42,0,6.4,43,8.5,53,-0.351313449,0.50454659,0.890929742,1.184312501,1.465785533
TC,10,12,LP,NA,NA,2.2,0.9,3.1,24.1,0,4.4,22,5.8,40,NA,-0.172499638,0.277299234,0.556248979,0.983410544
TC,10,12,WS,1.5,2.2,2.9,2,5,21.6,0,9.4,41,9.7,49,-0.372468354,0.299811363,0.764355412,1.435010346,1.520138311
TC,10,13,BS,1.3,1.4,2.8,1.5,3.5,38.5,0,4.3,39,5.7,58,-0.578343937,0.260564003,0.686475053,0.848467527,1.193711527
TC,10,13,LP,1.8,3.1,3.9,3.5,6.4,47.4,0,10.4,75,20.5,111,-0.390729778,0.450117151,1.118424049,1.654593026,2.305127266
TC,10,13,WS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,10,14,BS,1.6,1.1,2.9,1.3,2.2,13.2,0,3.8,19,4.4,20,-0.351313449,0.298932447,-0.05466999,0.508811587,0.64198016
TC,10,14,LP,1.8,1.9,2.3,1,2,13,0,4.8,19,4.9,27,-0.390729778,-0.124158178,-0.331527198,0.586952332,0.715888783
TC,10,14,WS,NA,NA,3.1,1,4,24,0,6.5,30,7.1,33,NA,0.367821307,0.660367144,1.079055149,1.174728813
TC,13,1,BS,2.4,1.5,2.1,1.5,3.2,30.5,1,NA,NA,NA,NA,0.092017426,-0.053984259,0.537050252,NA,NA
TC,13,1,LP,1.6,2.1,2.5,3,2.5,18.5,1,NA,NA,NA,NA,-0.518819275,-0.033480362,-0.004502873,NA,NA
TC,13,1,TA,4.5,1.4,4.4,0.3,4,29.5,1,NA,NA,NA,NA,0.394600953,0.367471143,0.210996047,NA,NA
TC,13,1,WS,1.3,2.1,2.9,1.5,1.9,19.1,1,NA,NA,NA,NA,-0.518398475,0.299811363,0.035436424,NA,NA
TC,13,2,BS,2,1.9,3.1,3,4.5,33.6,1,NA,NA,NA,NA,-0.107330862,0.371852028,0.833375839,NA,NA
TC,13,2,LP,1.6,2,1.9,2,2.8,10.1,1,NA,NA,NA,NA,-0.518819275,-0.33193147,-0.11137683,NA,NA
TC,13,2,TA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,13,2,WS,1.9,1.7,3.3,4,4,31.6,1,NA,NA,NA,NA,-0.131405882,0.431577767,0.78766188,NA,NA
TC,13,3,BS,2.3,3.5,3.5,1.5,5,35.5,1,NA,NA,NA,NA,0.045483235,0.50454659,0.932783317,NA,NA
TC,13,3,LP,1.6,5.1,3.3,2.3,3.5,12.8,1,NA,NA,NA,NA,-0.518819275,0.268445201,0.173863155,NA,NA
TC,13,3,TA,3.2,1,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.016974399,NA,NA,NA,NA
TC,13,3,WS,1.8,3,3.1,1,4.1,20.2,1,NA,NA,NA,NA,-0.186542078,0.367821307,0.597685362,NA,NA
TC,13,4,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,13,4,LP,1.7,2,2.6,1.5,NA,NA,0,NA,NA,NA,NA,-0.452889769,0.009172311,NA,NA,NA
TC,13,4,TA,2.6,2.4,4.3,0,NA,NA,0,NA,NA,NA,NA,-0.267641986,0.339717605,NA,NA,NA
TC,13,4,WS,1.8,2.3,2.9,3,5,21.6,1,NA,NA,NA,NA,-0.186542078,0.299811363,0.764355412,NA,NA
TC,13,5,BS,1.5,1.6,3.4,1,4,17,1,NA,NA,NA,NA,-0.421879124,0.472851951,0.511685044,NA,NA
TC,13,5,LP,1.8,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.390729778,NA,NA,NA,NA
TC,13,5,TA,2.8,0.2,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.178176934,NA,NA,NA,NA
TC,13,5,WS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,13,6,BS,1.2,1.1,4.3,3,5.4,26.9,1,NA,NA,NA,NA,-0.665861711,0.729622853,0.900885013,NA,NA
TC,13,6,LP,1.4,1.2,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.66403517,NA,NA,NA,NA
TC,13,6,TA,2.6,5,NA,NA,3.8,8.5,1,NA,NA,NA,NA,-0.267641986,NA,-0.225208468,NA,NA
TC,13,6,WS,2.3,0.8,NA,NA,NA,NA,0,NA,NA,NA,NA,0.063426749,NA,NA,NA,NA
TC,13,7,BS,1.3,0.6,3.3,2,4.6,31.1,1,NA,NA,NA,NA,-0.578343937,0.440211065,0.824493655,NA,NA
TC,13,7,LP,2,2.3,2.7,1,4.6,13.5,1,NA,NA,NA,NA,-0.276149819,0.050215061,0.440338221,NA,NA
TC,13,7,TA,2.4,0.1,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.364271603,NA,NA,NA,NA
TC,13,7,WS,1.3,1.8,2.4,1.5,3,13,1,NA,NA,NA,NA,-0.518398475,0.106827819,0.164287844,NA,NA
TC,13,8,BS,2,1.8,4.3,1.3,4.1,32.6,0,6.9,46,NA,NA,-0.107330862,0.729622853,0.751417963,1.26317736,NA
TC,13,8,LP,2.3,3.5,4.7,4,7.7,40.5,0,12.1,64,NA,NA,-0.124158178,0.653030083,1.228816647,1.736422071,NA
TC,13,8,TA,3.1,1.8,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.055302245,NA,NA,NA,NA
TC,13,8,WS,1.6,2.7,4.2,2,7.2,36.2,0,7.6,51,NA,NA,-0.306653828,0.677507891,1.220738323,1.390094021,NA
TC,13,9,BS,1.3,2.8,3.9,1.5,3.4,24.6,0,4.6,30,NA,NA,-0.578343937,0.622866076,0.509876732,0.812467627,NA
TC,13,9,LP,1.9,2.1,3.6,3,3.8,13.1,0,4.1,21,NA,NA,-0.33193147,0.363070403,0.256553141,0.478705821,NA
TC,13,9,TA,3.2,2.7,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.016974399,NA,NA,NA,NA
TC,13,9,WS,1.3,0.7,3,2,4.2,14.5,0,4.1,28,NA,NA,-0.518398475,0.334383189,0.46265796,0.74791844,NA
TC,13,10,BS,1.3,1.5,3.9,0,6.6,13.6,0,7.8,16,NA,NA,-0.578343937,0.622866076,0.838102228,1.023444937,NA
TC,13,10,LP,2.2,2.3,4.5,3,7.8,24.7,0,11.9,49,NA,NA,-0.172499638,0.605739859,1.09633767,1.651044456,NA
TC,13,10,TA,3,0.4,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.094886963,NA,NA,NA,NA
TC,13,10,WS,1.2,1.5,2.3,0.5,2.8,18.2,0,4.6,24,NA,NA,-0.600023724,0.063426749,0.281753719,0.754473767,NA
TC,13,11,BS,1.8,2,3.5,4.4,4.1,25.4,0,6.4,35,8.5,66,-0.222530836,0.50454659,0.667053006,1.1179832,1.534255124
TC,13,11,LP,2.5,2.8,6.8,4,6.5,22.6,0,10.1,34,11,49,-0.033480362,1.054710593,0.909516553,1.411766272,1.584776146
TC,13,11,WS,1.8,1.6,4,3,8.6,20.1,0,6.1,23,6.4,28,-0.186542078,0.627753086,1.108104183,0.92671983,1.040492102
TC,13,12,BS,1.2,1.4,3.9,1,3.4,23.2,0,3.1,28,6.4,38,-0.665861711,0.622866076,0.489678938,0.482711578,1.144481821
TC,13,12,LP,1.6,3.1,3.8,4.5,3.9,19.6,0,5.1,25,8.1,39,-0.518819275,0.421868711,0.411810859,0.726803531,1.261122182
TC,13,12,WS,1.6,0.6,3.9,2,3.5,27.5,0,3.5,30,5.1,11,-0.306653828,0.601934714,0.635371466,0.676863525,0.483032326
TC,13,13,BS,1.3,1,2.2,3,3.4,19.6,0,3.9,24,5,40,-0.578343937,-0.00311981,0.43155358,0.608746196,0.972286497
TC,13,13,LP,1.5,2.6,1.7,2.2,3.5,18.1,0,3.5,21,4.4,15,-0.589005161,-0.452889769,0.288968427,0.338340701,0.433610336
TC,13,13,WS,1.7,0.8,3.2,2,6.6,34,0,5.8,32,7.4,39,-0.244830583,0.400197716,1.140251471,1.032348609,1.26761397
TC,13,14,BS,1.8,2.5,3.7,2.5,3.7,32.5,0,6.2,39,7.6,56,-0.222530836,0.565306025,0.671143135,1.128551342,1.398749613
TC,13,14,LP,2.2,3.7,4.3,4,4.6,31.4,0,6.8,40,8,54,-0.172499638,0.556299356,0.708664906,1.1191405,1.344495763
TC,13,14,WS,1.8,1.8,2.7,4.5,3.9,23.5,0,3.8,22,5.1,31,-0.186542078,0.226939568,0.633521573,0.585095332,0.935790849
TC,14,1,BS,1.2,0.7,3.1,1,5,25.5,1,NA,NA,NA,NA,-0.665861711,0.371852028,0.823272216,NA,NA
TC,14,1,LP,2.6,1.3,4.8,1.5,9.5,40.6,1,NA,NA,NA,NA,0.009172311,0.675925745,1.408623715,NA,NA
TC,14,1,TA,NA,NA,4.7,2,6.8,49.9,1,NA,NA,NA,NA,NA,0.4470973,0.874818028,NA,NA
TC,14,1,WS,1.6,0,3.2,4,5.2,24.5,1,NA,NA,NA,NA,-0.306653828,0.400197716,0.845994169,NA,NA
TC,14,2,BS,1.4,0.7,2.6,1.8,3.6,22.5,1,NA,NA,NA,NA,-0.497315135,0.1795352,0.523984656,NA,NA
TC,14,2,LP,1.1,1.2,3.8,1.5,6.9,43.2,1,NA,NA,NA,NA,-0.926299819,0.421868711,1.154423623,NA,NA
TC,14,2,TA,NA,NA,4.6,3,10.9,82.6,1,NA,NA,NA,NA,NA,0.421134455,1.476501836,NA,NA
TC,14,2,WS,1.1,0.7,3,2,3.9,13,1,NA,NA,NA,NA,-0.688755422,0.334383189,0.357982519,NA,NA
TC,14,3,BS,1.2,0.5,3.4,1.1,5.2,19.1,1,NA,NA,NA,NA,-0.665861711,0.472851951,0.758632666,NA,NA
TC,14,3,LP,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,14,3,TA,3.8,5.3,8.1,5.2,7.1,60.5,1,NA,NA,NA,NA,0.190487655,1.104192146,0.975539496,NA,NA
TC,14,3,WS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,14,4,BS,1.3,1,3.4,3.4,4.4,18.6,1,NA,NA,NA,NA,-0.578343937,0.472851951,0.617629797,NA,NA
TC,14,4,LP,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,14,4,TA,2.5,1.1,3.8,0.3,4,24.6,1,NA,NA,NA,NA,-0.31499024,0.190487655,0.154374969,NA,NA
TC,14,4,WS,1.1,0,2,2,3.7,13.9,1,NA,NA,NA,NA,-0.688755422,-0.079098457,0.350644098,NA,NA
TC,14,5,BS,1.5,0,3,1.5,7.7,49.2,1,NA,NA,NA,NA,-0.421879124,0.336000013,1.367724134,NA,NA
TC,14,5,LP,1.7,1.3,3.2,1.3,7.8,41.6,1,NA,NA,NA,NA,-0.452889769,0.234980906,1.247594328,NA,NA
TC,14,5,TA,2.1,1,NA,NA,2.9,8.2,1,NA,NA,NA,NA,-0.525474138,NA,-0.491085283,NA,NA
TC,14,5,WS,NA,NA,NA,NA,1.9,9.5,1,NA,NA,NA,NA,NA,NA,-0.342784739,NA,NA
TC,14,6,BS,1.2,0.7,2.2,1,2.7,18.5,1,NA,NA,NA,NA,-0.665861711,-0.00311981,0.229089943,NA,NA
TC,14,6,LP,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,14,6,TA,3.1,1.5,5.8,3.4,5,62.4,1,NA,NA,NA,NA,-0.055302245,0.700971331,0.654778092,NA,NA
TC,14,6,WS,1.3,0,2.8,2.2,8.9,40.8,1,NA,NA,NA,NA,-0.518398475,0.264026245,1.399458332,NA,NA
TC,14,7,BS,1.8,0,3.4,0.5,4.3,25.8,1,NA,NA,NA,NA,-0.222530836,0.472851951,0.70948903,NA,NA
TC,14,7,LP,1.9,1.3,2.1,1.5,4.1,22.2,1,NA,NA,NA,NA,-0.33193147,-0.223090331,0.496705965,NA,NA
TC,14,7,TA,3.6,0.5,5.6,0.5,6.6,60.5,1,NA,NA,NA,NA,0.125216313,0.658608186,0.906732856,NA,NA
TC,14,7,WS,2.3,2,4.8,1.2,6.6,43.5,1,NA,NA,NA,NA,0.063426749,0.813679362,1.241197116,NA,NA
TC,14,8,BS,1.2,1.2,2.7,3,3.9,20.7,0,5.2,30,7.4,45,-0.665861711,0.22080004,0.558478702,0.907450307,1.309344075
TC,14,8,LP,1.8,1.8,5.5,4,7.8,75.5,0,25.8,112,46.4,161,-0.390729778,0.82397,1.420535847,2.491060704,3.03148229
TC,14,8,TA,2.3,2.9,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.415650665,NA,NA,NA,NA
TC,14,8,WS,2,1.5,4,2,6,27.6,0,8.1,43,9.5,51,-0.079098457,0.627753086,0.992049632,1.36170836,1.522531182
TC,14,9,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,14,9,LP,1.4,2.3,4.9,2,6.5,41.9,0,7.8,50,10.8,73,-0.66403517,0.698349298,1.094548433,1.30096037,1.678170639
TC,14,9,TA,4.7,15.3,7.5,9,NA,NA,0,13.8,143,20.4,206,0.4470973,1.011282796,NA,1.86985991,2.35193252
TC,14,9,WS,2.3,2.9,4.7,2.5,7.5,56.6,0,8.6,72.5,12.5,95,0.063426749,0.792209701,1.423504404,1.597708894,1.898180045
TC,14,10,BS,1.3,1.5,3.6,2.5,3.1,16.5,0,3.5,23,5.3,34,-0.578343937,0.535348302,0.298678712,0.509425555,0.963376437
TC,14,10,LP,2,2.6,6.3,4,20.2,84,0,15.1,131,54.6,184,-0.276149819,0.97165469,2.226391332,2.102953676,3.183549609
TC,14,10,TA,2.1,1.3,3.3,0,NA,NA,0,NA,NA,NA,NA,-0.525474138,0.020173939,NA,NA,NA
TC,14,10,WS,1.3,0.9,2,2.2,5.6,20.8,0,4.3,26,6.4,34,-0.518398475,-0.079098457,0.825809934,0.745487179,1.120666925
TC,14,11,BS,1.6,0.6,3.1,0.5,10,39.4,0,12.4,57,21,88,-0.351313449,0.371852028,1.497563035,1.77243673,2.290146285
TC,14,11,LP,1.7,0,3.7,0.5,6.7,37.5,0,10.6,65,18.8,99,-0.452889769,0.392866891,1.087257566,1.631001276,2.207984912
TC,14,11,WS,1.8,1.3,3.4,1.7,6.5,37.6,0,9.1,61,13.5,88,-0.186542078,0.46202096,1.17192903,1.564262051,1.913230625
TC,14,12,BS,1.6,3.6,2.9,1.3,4.6,31.6,0,6.4,46,9.3,60,-0.351313449,0.298932447,0.829820075,1.206043317,1.57197421
TC,14,12,LP,1.7,2.2,4.4,2.2,15.5,80.5,0,20.5,88,29.3,147,-0.452889769,0.581300544,1.99990268,2.249534679,2.652743423
TC,14,12,WS,2.1,1.7,3.1,0.5,7.5,41.3,0,10,54,14.9,76,-0.029343652,0.367821307,1.298661312,1.573875546,1.918674388
TC,14,13,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,14,13,LP,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,14,13,WS,NA,NA,3.2,0,7.5,23.6,0,8.9,38,15,55,NA,0.400197716,1.076973402,1.372582828,1.817989216
TC,14,14,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,14,14,LP,1.8,2.2,5.4,2,9.6,43.5,0,11.1,62,17.5,94,-0.390729778,0.804015242,1.43681719,1.656320642,2.137411414
TC,14,14,WS,1.4,0,2.9,1.4,3.3,8.1,0,2.1,8,3.9,9,-0.442825298,0.299811363,0.006109645,-0.356817035,0.186844345
TC,19,1,BS,1.3,0.6,3.3,0.6,11.8,71.8,1,NA,NA,NA,NA,-0.578343937,0.440211065,1.804502409,NA,NA
TC,19,1,LP,1.4,1.5,3.5,1.8,10.2,44.2,1,NA,NA,NA,NA,-0.66403517,0.332434468,1.492688373,NA,NA
TC,19,1,TA,3.5,0.7,4.8,3,8.5,67.1,1,NA,NA,NA,NA,0.091207706,0.472513517,1.177389508,NA,NA
TC,19,1,WS,1.7,1.3,3.3,2.1,8,45.8,1,NA,NA,NA,NA,-0.244830583,0.431577767,1.378670137,NA,NA
TC,19,2,BS,1,0,NA,NA,3.8,20,1,NA,NA,NA,NA,-0.86521,NA,0.526289887,NA,NA
TC,19,2,LP,1.5,1.6,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.589005161,NA,NA,NA,NA
TC,19,2,TA,3.8,3,1.1,3.7,8.1,22.5,1,NA,NA,NA,NA,0.190487655,-1.306099097,0.791370845,NA,NA
TC,19,2,WS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,19,3,BS,1.2,1.1,2.7,1.4,1.9,18,1,NA,NA,NA,NA,-0.665861711,0.22080004,-0.059196718,NA,NA
TC,19,3,LP,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,19,3,TA,2.2,2.3,2.5,2.5,4.5,21,1,NA,NA,NA,NA,-0.469313977,-0.31499024,0.216033172,NA,NA
TC,19,3,WS,1.3,0.8,2.8,1.8,4.8,28.5,1,NA,NA,NA,NA,-0.518398475,0.264026245,0.859330309,NA,NA
TC,19,4,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,19,4,LP,2,1.9,6.2,1.7,15.5,47.5,1,NA,NA,NA,NA,-0.276149819,0.954254258,1.865856964,NA,NA
TC,19,4,TA,3.1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.055302245,NA,NA,NA,NA
TC,19,4,WS,1.3,1.5,2.3,1.9,4.2,17.5,1,NA,NA,NA,NA,-0.518398475,0.063426749,0.548701072,NA,NA
TC,19,5,BS,1.4,1.2,2,0.9,3.4,9.8,1,NA,NA,NA,NA,-0.497315135,-0.107330862,0.192621189,NA,NA
TC,19,5,LP,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,19,5,TA,3.5,1,4.4,0.8,4.3,13.5,1,NA,NA,NA,NA,0.091207706,0.367471143,0.03547122,NA,NA
TC,19,5,WS,1.6,1.3,1.9,1.4,3.6,15,1,NA,NA,NA,NA,-0.306653828,-0.131405882,0.366701519,NA,NA
TC,19,6,BS,1.5,2.8,4.8,3.4,10,57.2,1,NA,NA,NA,NA,-0.421879124,0.849896564,1.611767159,NA,NA
TC,19,6,LP,1.2,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.831674617,NA,NA,NA,NA
TC,19,6,TA,4,1.8,5.6,0,14.3,93.5,1,NA,NA,NA,NA,0.25241024,0.658608186,1.770952441,NA,NA
TC,19,6,WS,1.3,1.1,2,1.3,4.2,17,1,NA,NA,NA,NA,-0.518398475,-0.079098457,0.535437853,NA,NA
TC,19,7,BS,2.5,2,2.1,2,5.9,39.5,1,NA,NA,NA,NA,0.136651725,-0.053984259,1.094731742,NA,NA
TC,19,7,LP,1.3,1.3,2.7,1.4,7,32.1,1,NA,NA,NA,NA,-0.74462787,0.050215061,1.078784782,NA,NA
TC,19,7,TA,3.7,3.9,4.9,3.8,7.7,46,1,NA,NA,NA,NA,0.15829306,0.497405651,0.966568116,NA,NA
TC,19,7,WS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,19,8,BS,1.9,2,4.1,1.2,7.6,32.5,0,NA,NA,11.1,43,-0.163414359,0.677546893,1.22675133,NA,1.603862884
TC,19,8,LP,2,2.4,5.2,2,18.7,70.2,0,NA,NA,43.4,176,-0.276149819,0.762972493,2.119722042,NA,2.99715429
TC,19,8,TA,2.7,0.6,3,0.6,6.6,84.6,0,NA,NA,11.4,132,-0.22208089,-0.094886963,1.011248014,NA,1.664890997
TC,19,8,WS,1.5,0.7,2.1,0.5,6.8,28,0,NA,NA,10,48,-0.372468354,-0.029343652,1.080323068,NA,1.530805122
TC,19,9,BS,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,19,9,LP,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC,19,9,TA,3.5,1.7,3.9,1.5,7.4,56.1,0,NA,NA,14,103,0.091207706,0.221845931,0.990997156,NA,1.78113892
