burn,site,blk,spp,orgdep,health05,diam06,ht06,live06,herb06,health08,ht08,diam08,hbro08,leafm08,db08,brok08,aph08,live11,diam11,ht11,har11,wtnew11,wtold11,wttot11
DC,44,10,WS,7,2,1.2,1.4,1,0,2,0.5,2.5,1,0,0,0,0,1,7.1,37.6,0,NA,NA,NA
DC,44,11,WS,12,2,1.5,1.8,1,0,1,4,2.2,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,12,WS,9,2,1,1.3,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,44,13,WS,7,2,1.3,1.2,1,0,2,2.2,1.7,0,0,0,0,0,1,3.2,10.5,0,NA,NA,NA
DC,44,14,WS,7,2,1.5,1.1,1,0,2,1.5,2.9,0,0,0,0,0,1,5.8,14.6,0,NA,NA,NA
DC,46,1,BS,1,2,1.7,3.5,1,0,2,2,4.5,0,0,0,0,0,1,7.4,52.3,1,11.1,20.6,31.7
DC,46,2,BS,1,2,1.2,1,1,0,2,4,2.6,0,0,0,0,0,1,5,22.1,1,1.8,5.7,7.5
DC,46,3,BS,0,1,1.3,1.4,1,0,2,5,3.2,0,0,0,0,0,1,5.6,29.5,1,4.1,7.3,11.4
DC,46,4,BS,0,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,46,5,BS,0,2,1.2,2.3,1,0,2,4.5,3,0,0,0,0,0,1,5.6,33.3,1,2.3,8.1,10.4
DC,46,6,BS,1,1,2,3.2,1,0,2,2,4.8,0,0,0,0,0,1,8.7,40.3,1,5.1,15,20.1
DC,46,7,BS,1,2,1.6,2.5,1,0,2,5,5.7,0,0,0,0,0,1,7.5,39.4,1,5.6,16.7,22.3
DC,46,8,BS,1,2,1.5,1.8,1,0,2,0,2.3,1,0,0,0,0,1,3.6,16.4,0,NA,NA,NA
DC,46,9,BS,1,1,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,46,10,BS,1,2,1.2,1.5,1,0,2,2.5,5.4,0,0,0,0,0,1,14.6,74.7,0,NA,NA,NA
DC,46,11,BS,1,2,1.7,0,1,0,2,4,5.4,0,0,0,0,0,1,12,46.8,0,NA,NA,NA
DC,46,12,BS,1,2,1.2,2.2,1,0,2,5.6,3.5,0,0,0,0,0,1,7.1,44.8,0,NA,NA,NA
DC,46,13,BS,1,2,1.6,1.8,1,0,2,5.3,3.2,0,0,0,0,0,1,5,42.6,0,NA,NA,NA
DC,46,14,BS,0,2,1.3,3.8,1,0,2,3.5,4,0,0,0,0,0,1,5.4,38.8,0,NA,NA,NA
DC,46,1,LP,1,2,2.1,3.1,1,0,2,9,4.6,0,0,0,0,0,1,19.2,87.1,1,21.7,128,149.7
DC,46,2,LP,1,1,2.1,3,1,0,2,7.6,7.6,0,0,0,0,0,1,31.8,100.5,1,32.5,215.4,247.9
DC,46,3,LP,0,1,2.2,4.9,1,0,2,12.2,10.6,0,0,0,0,0,1,29.4,103.4,1,39.8,226.5,266.3
DC,46,4,LP,0,1,3.7,6,1,0,2,17.5,11,0,0,0,0,0,1,28.8,86.3,1,91.4,357.3,448.7
DC,46,5,LP,0,1,2.2,5,1,0,2,14.5,6.7,0,0,0,0,0,1,20.8,73.4,1,16.6,96.8,113.4
DC,46,6,LP,1,2,2.8,8,1,0,2,16,10,0,0,0,0,0,1,35,110.5,1,127.9,481.3,609.2
DC,46,7,LP,1,1,1.8,2.4,1,0,2,10.5,6.3,0,0,0,0,0,1,25.5,91.5,1,51.7,176,227.7
DC,46,8,LP,1,1,1.7,3.9,1,0,2,2.5,5.3,0,0,0,0,0,1,16.2,71.9,0,NA,NA,NA
DC,46,9,LP,1,1,2.1,3.2,1,0,2,8.5,8.7,0,0,0,0,0,1,29.2,99.5,0,NA,NA,NA
DC,46,10,LP,1,2,2.2,3,1,0,2,2,7.8,0,0,0,0,0,1,21.9,84.6,0,NA,NA,NA
DC,46,11,LP,1,1,1.7,2.9,1,0,2,9,10.3,0,0,0,0,0,1,31,96.1,0,NA,NA,NA
DC,46,12,LP,1,1,1.3,2.1,1,0,2,5,6.2,0,0,0,0,0,1,15,81.6,0,NA,NA,NA
DC,46,13,LP,1,1,3.2,5.1,1,0,2,15,10.5,0,0,0,0,0,1,31.9,60.5,0,NA,NA,NA
DC,46,14,LP,0,1,3,4.3,1,0,2,12.2,10.2,0,0,0,0,0,1,35.1,90.1,0,NA,NA,NA
DC,46,1,TA,1,2,2.1,1.5,1,0,2,2.3,2.6,0,0,0,0,0,1,3.9,39.1,1,1.4,1.5,2.9
DC,46,2,TA,1,2,3.3,1.5,1,0,2,3.1,3.7,0,0,0,0,0,1,7.4,61.9,1,5.2,8.6,13.8
DC,46,3,TA,0,2,4.6,12.1,1,0,2,27,8.1,1,0,0,0,0,1,16.1,125.2,1,35.6,51.8,87.4
DC,46,4,TA,0,2,5.2,16.9,1,0,2,1.3,9.9,1,1,0,0,0,1,18.6,182.3,1,78.4,103.5,181.9
DC,46,5,TA,0,2,4.3,12.1,1,0,2,11,5.2,0,1,0,0,0,1,7,74.5,1,5.5,9.3,14.8
DC,46,6,TA,1,2,2.7,31.2,1,1,2,20,6,0,1,0,0,0,1,10.2,85.5,1,22.3,21.1,43.4
DC,46,7,TA,1,2,2.8,6,1,0,2,26,7.4,0,0,0,0,0,1,14.3,108.6,1,48.6,44.5,93.1
DC,46,8,TA,1,2,2.7,6,1,0,1,0,5.3,1,0,0,0,0,1,13.5,120.2,0,NA,NA,NA
DC,46,9,TA,1,2,3.1,5,1,0,2,28.2,9.7,1,1,0,0,0,1,25.2,219.8,0,NA,NA,NA
DC,46,10,TA,1,2,3.5,2.2,1,0,2,5,5.9,1,0,0,0,0,1,17.6,146.6,0,NA,NA,NA
DC,46,1,WS,1,2,1.7,3.2,1,0,2,2,3.5,0,0,0,0,0,1,5.1,18,1,3,3.1,6.1
DC,46,2,WS,1,2,1.2,0,1,0,2,0,1.5,0,0,0,0,0,1,2.2,13.1,1,0.3,0.5,0.8
DC,46,3,WS,0,2,1.2,0.7,1,0,2,3.3,3.5,0,0,0,0,0,1,7.7,41.5,1,8.4,17,25.4
DC,46,4,WS,0,2,2.2,3.6,1,0,2,1.7,3.4,0,0,0,0,0,1,9.7,52.5,1,11.9,26.2,38.1
DC,46,5,WS,0,2,2.2,2.3,1,0,2,2.2,6,0,0,0,0,0,1,7.1,23.1,1,2.4,15.8,18.2
DC,46,6,WS,1,2,2.3,6.2,1,0,2,4.5,5,0,0,0,0,0,1,9.5,37.2,1,5.2,22.6,27.8
DC,46,7,WS,1,2,3.1,7.4,1,0,2,8,10.2,0,0,0,0,0,1,13.6,66.2,1,17.8,58.1,75.9
DC,46,8,WS,1,2,1.8,4.7,1,0,2,3,5.5,0,0,0,0,0,1,11.3,49.7,0,NA,NA,NA
DC,46,9,WS,1,2,1.1,1.4,1,0,2,4,2.7,0,0,0,0,0,1,6.6,32.6,0,NA,NA,NA
DC,46,10,WS,1,2,1.4,1.5,1,0,2,3.2,3.6,0,0,0,0,0,1,9.5,48.5,0,NA,NA,NA
DC,46,11,WS,1,2,1.8,3,1,0,2,5,6.5,0,0,0,0,0,1,14,59.1,0,NA,NA,NA
DC,46,12,WS,1,1,1.3,2,1,0,2,1,3.6,0,0,0,0,0,1,5.8,16.1,0,NA,NA,NA
DC,46,13,WS,1,1,1.6,2.3,1,0,2,4,7,0,0,0,0,0,1,10.6,43.1,0,NA,NA,NA
DC,46,14,WS,0,1,1.4,2.2,1,0,2,5,5,0,0,0,0,0,1,8,43.6,0,NA,NA,NA
DC,49,1,BS,5,1,1.3,0,1,0,2,3,1.8,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,2,BS,6,2,1.3,1.1,1,0,0,NA,NA,0,0,0,0,0,1,2.4,19.5,1,0.9,1.1,2
DC,49,3,BS,9,2,2,0,1,0,1,2,2.3,0,0,0,0,0,1,4.7,34.6,1,4,5.7,9.7
DC,49,4,BS,14,2,1.4,1.1,1,0,2,3.5,1.9,0,0,0,0,0,1,3.7,28.6,1,1.7,2.7,4.4
DC,49,5,BS,7,2,1.6,1.3,1,0,1,2.5,1.9,0,0,0,0,0,1,2.2,14.1,1,0.5,0.4,0.9
DC,49,6,BS,7,2,1.7,1.3,1,0,2,2.5,1.7,0,0,0,0,0,1,2.3,15.1,1,0.7,0.5,1.2
DC,49,7,BS,10,2,1.3,1.2,1,0,2,1,2.8,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,8,BS,4,2,1.6,0,1,0,1,1,3.2,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,9,BS,8,2,1.4,2,1,0,2,3,2.2,0,0,0,0,0,1,3.4,16.6,0,NA,NA,NA
DC,49,10,BS,10,1,1.8,2,1,0,1,0,0.6,1,0,0,0,0,1,1.5,16.1,0,NA,NA,NA
DC,49,11,BS,9,2,1.6,1.2,1,0,2,3,2.4,0,0,0,0,0,1,3.5,11.1,0,NA,NA,NA
DC,49,12,BS,11,2,1.6,2,1,0,2,0.5,3,1,0,0,0,0,1,2.9,21.4,0,NA,NA,NA
DC,49,13,BS,10,2,1.1,1.3,1,0,2,3.5,1.5,0,0,0,0,0,1,4.6,25.8,0,NA,NA,NA
DC,49,14,BS,10,1,2,0,1,0,1,4,2.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,1,LP,5,2,2.4,3,1,0,2,3.2,2.3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,2,LP,6,2,2.5,4.1,1,0,1,2.5,2.5,0,0,0,0,0,1,6.1,31.5,1,5.2,6.5,11.7
DC,49,3,LP,9,2,1.9,5.3,1,0,2,12,5.2,1,0,0,0,0,1,10.2,44.5,1,14,24.1,38.1
DC,49,4,LP,14,2,2,3,1,0,2,4,6,0,0,0,0,0,1,20.8,74.5,1,59.5,92.3,151.8
DC,49,5,LP,7,2,1.7,3,1,0,2,3,2.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,6,LP,7,1,1.8,2.5,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,7,LP,10,2,1.9,4,1,0,2,6,4.3,0,0,0,0,0,1,12.2,29.2,1,13.1,14,27.1
DC,49,8,LP,4,2,1.8,0,1,1,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,9,LP,8,2,2,2.5,1,0,1,2.5,3,0,0,0,0,0,1,4.8,27.2,0,NA,NA,NA
DC,49,10,LP,10,2,1.9,3.6,1,0,1,0,2.3,1,0,0,0,0,1,5.5,17.5,0,NA,NA,NA
DC,49,11,LP,9,2,2.3,0,1,0,2,2.4,5.6,0,0,0,0,0,1,10.7,45.6,0,NA,NA,NA
DC,49,12,LP,11,2,2.1,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,13,LP,10,2,2.1,3.5,1,0,2,3,4.7,0,0,1,0,0,0,NA,NA,0,NA,NA,NA
DC,49,14,LP,10,1,2.3,3.5,1,0,2,0,3,0,0,1,0,0,1,5.1,18.5,0,NA,NA,NA
DC,49,1,TA,5,2,4.1,1,1,0,2,0.7,4.6,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,2,TA,6,1,4,1.1,1,1,1,0,3,1,0,1,0,0,1,3.2,28.5,1,0.9,0.6,1.5
DC,49,3,TA,9,1,3.6,1.9,1,0,2,1.7,5.2,0,0,0,0,0,1,8.1,70.6,1,7.6,8.2,15.8
DC,49,4,TA,14,1,3.7,1.7,1,0,1,0,6.2,0,0,1,0,0,1,7.4,58.2,1,4.7,4,8.7
DC,49,5,TA,7,2,4.5,0.2,1,0,2,1,5.2,0,0,0,0,0,1,6.3,36.2,1,3.1,2.8,5.9
DC,49,6,TA,7,2,1.9,17.7,1,1,2,0,4.1,1,0,0,0,0,1,8.1,55.3,1,9.7,3.9,13.6
DC,49,7,TA,10,2,3.7,4.2,1,0,2,4,3.9,0,0,0,0,0,1,8.1,52.6,1,8.6,3,11.6
DC,49,8,TA,4,2,2.4,8.5,1,1,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,9,TA,8,2,4.5,4.9,1,0,2,3.5,4,0,0,0,0,0,1,7.8,68.1,0,NA,NA,NA
DC,49,10,TA,10,2,2.1,11.8,1,1,2,0,2.3,1,0,0,0,0,1,7.2,43.1,0,NA,NA,NA
DC,49,1,WS,5,2,1.6,2.1,1,0,2,2,3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,2,WS,6,2,1.4,1,1,0,0,NA,NA,0,0,0,0,0,1,1.6,12.9,1,0.2,0.2,0.4
DC,49,3,WS,9,1,1.3,1.1,1,0,2,4.5,4.1,1,0,0,0,0,1,10.8,61.6,1,19.4,33.7,53.1
DC,49,4,WS,14,2,1.7,1.7,1,0,2,2,4,0,0,0,0,0,1,9.1,46.2,1,15.1,19.1,34.2
DC,49,5,WS,7,2,1.7,2,1,0,2,4,3,0,0,0,0,0,1,5.4,20.2,1,2.6,2.5,5.1
DC,49,6,WS,7,2,1.5,0,1,0,2,0,3.7,0,0,1,0,0,1,3.7,12.5,1,1.2,1,2.2
DC,49,7,WS,10,2,1.4,1.6,1,0,1,1,2.1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,8,WS,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,49,9,WS,8,2,1.8,1.5,1,0,2,5,4.1,0,0,0,0,0,1,9.1,48.1,0,NA,NA,NA
DC,49,10,WS,10,2,1.7,0,1,0,2,0,2,1,0,0,0,0,1,6.2,21,0,NA,NA,NA
DC,49,11,WS,9,2,1.9,2.5,1,0,2,5.5,3.3,0,0,0,0,0,1,9,35.1,0,NA,NA,NA
DC,49,12,WS,11,2,1.4,2,1,0,2,1.5,4.5,1,0,0,0,0,1,7.6,40.5,0,NA,NA,NA
DC,49,13,WS,10,2,1.3,1.5,1,0,1,4.2,2,0,0,0,0,0,1,5.1,42,0,NA,NA,NA
DC,49,14,WS,10,2,1.4,0,1,0,2,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,51,1,BS,0,2,2.4,0.9,1,0,2,5.5,3.8,0,0,0,0,0,1,9,46.6,1,8.8,15.4,24.2
DC,51,2,BS,2,2,1.1,0.8,1,0,2,3.5,2.9,0,0,0,0,0,1,4.5,26.9,1,2.5,4.7,7.2
DC,51,3,BS,1,2,1.2,1.4,1,0,2,2,5.5,0,0,0,0,0,1,14.5,69.3,1,7.6,12.2,19.8
DC,51,4,BS,0,2,1.5,1.3,1,0,2,0,3.2,0,0,0,0,0,1,8.9,28.8,1,5.2,11.1,16.3
DC,51,5,BS,2,2,1.5,1.1,1,0,2,4,4,0,0,0,0,0,1,8.1,43.7,1,8.7,21.9,30.6
DC,51,6,BS,2,2,1.1,1,1,0,1,0,3.4,0,0,1,0,0,1,8,31.3,1,10.8,8.8,19.6
DC,51,7,BS,2,2,1.9,2.2,1,0,2,4.5,4.9,0,0,0,0,0,1,9,44.1,1,11.6,20.2,31.8
DC,51,8,BS,1,2,2.4,4.5,1,0,2,3.5,5.7,0,0,0,0,0,1,8,41.7,0,NA,NA,NA
DC,51,9,BS,1,2,1,0.9,1,0,1,1,1.8,0,0,0,0,0,1,2.2,9.3,0,NA,NA,NA
DC,51,10,BS,0,2,1.4,0,1,0,2,3.3,4,0,0,0,0,0,1,6.2,29.1,0,NA,NA,NA
DC,51,11,BS,0,2,2.3,5.5,1,0,2,7,6.9,0,0,0,0,0,1,11.5,68.5,0,NA,NA,NA
DC,51,12,BS,1,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,51,13,BS,2,2,2,1,1,0,2,6.5,4.8,0,0,0,0,0,1,9.9,43.1,0,NA,NA,NA
DC,51,14,BS,2,2,1.4,1.1,1,0,1,0,2.1,0,0,0,0,0,1,3.5,21.8,0,NA,NA,NA
DC,51,1,LP,0,2,2.5,3.8,1,0,1,3,9.8,1,0,0,0,0,1,19.8,95.5,1,78.9,124.2,203.1
DC,51,2,LP,2,2,1.8,1.8,1,0,2,4,4.9,0,0,0,0,0,1,12.3,35.2,1,9.8,23.5,33.3
DC,51,3,LP,1,2,2.2,3,1,0,2,7.5,6.5,0,0,0,0,0,1,34.5,92,1,160,416.3,576.3
DC,51,4,LP,0,2,3.2,4.5,1,0,2,0,8.1,1,0,0,0,0,1,25.3,110.1,1,79.5,186.7,266.2
DC,51,5,LP,2,2,2,4.3,1,0,2,10.2,10.5,0,0,0,0,0,1,30.8,113.2,1,144,327.6,471.6
DC,51,6,LP,2,2,1.3,2.3,1,0,2,0,6.6,0,0,1,0,0,1,23.2,59.5,1,121.7,190.8,312.5
DC,51,7,LP,2,2,2.3,1,1,0,2,9,6.2,0,0,0,0,0,1,25.6,114.5,1,85.5,232.4,317.9
DC,51,8,LP,1,2,2.7,8,1,0,2,7,10.6,0,0,0,0,0,1,19.4,83.7,0,NA,NA,NA
DC,51,9,LP,1,2,2.3,2.9,1,0,2,9,5.7,0,0,0,0,0,1,9.5,43.1,0,NA,NA,NA
DC,51,10,LP,0,2,2.2,4.7,1,0,2,0,9.8,1,0,0,0,0,1,20.2,82.6,0,NA,NA,NA
DC,51,11,LP,0,2,2.7,1.5,1,0,2,3,8.5,0,0,1,0,0,1,28.7,84.1,0,NA,NA,NA
DC,51,12,LP,1,2,2.1,3,1,0,2,1.5,5.4,0,0,1,0,0,1,28.1,94.6,0,NA,NA,NA
DC,51,13,LP,2,2,2.5,5.9,1,0,2,10.2,7.9,0,0,0,0,0,1,29.6,104.8,0,NA,NA,NA
DC,51,14,LP,2,2,2,0,1,0,2,4,5.9,0,0,0,0,0,1,17.9,63.2,0,NA,NA,NA
DC,51,1,TA,0,2,2.9,10.5,1,0,2,49.5,9.8,0,0,0,0,0,1,18.9,208,1,66.8,161.3,228.1
DC,51,2,TA,2,2,3.8,0.7,1,0,1,0,4.2,0,0,1,0,0,1,5.7,49.1,1,0.7,2.3,3
DC,51,3,TA,1,2,2.4,1.2,1,0,2,3.5,3.8,0,0,0,0,0,1,6.7,44.6,1,2.1,4.6,6.7
DC,51,4,TA,0,2,4.6,1.6,1,0,2,0,4.2,1,0,0,0,0,1,5.9,40.9,1,3.6,3.7,7.3
DC,51,5,TA,2,2,4.5,3.2,1,0,2,7,6.9,0,1,0,0,0,1,10.5,79.1,1,6.8,18.7,25.5
DC,51,6,TA,2,2,3.4,2.4,1,0,2,4,5.3,1,1,0,0,0,1,20.9,51,1,47.2,63.7,110.9
DC,51,7,TA,2,2,3.9,7.5,1,0,2,23,7.9,0,0,0,0,0,1,15.6,141,1,88.1,80.1,168.2
DC,51,8,TA,1,2,3.5,5,1,0,2,27,5.9,0,0,0,0,0,1,8,62.1,0,NA,NA,NA
DC,51,9,TA,1,2,3.6,0.8,1,0,2,1.2,4.9,0,0,0,0,0,1,5.4,56.5,0,NA,NA,NA
DC,51,10,TA,0,2,4.2,4.1,1,0,2,16,6.9,0,0,0,0,0,1,8.6,71.6,0,NA,NA,NA
DC,51,1,WS,0,2,1.6,0,1,0,2,7,5.6,0,0,0,0,0,1,14,65.9,1,40.6,70.1,110.7
DC,51,2,WS,2,2,1.8,0.9,1,0,2,2,3.8,1,0,0,0,0,1,4.8,18.5,1,2.3,4.6,6.9
DC,51,3,WS,1,2,1.4,1.2,1,0,2,2,2.4,0,0,0,0,0,1,7.4,27.5,1,41,64.9,105.9
DC,51,4,WS,0,2,0.9,0,1,0,2,1.5,2,0,0,0,0,0,1,4.5,16.8,1,3.8,6.5,10.3
DC,51,5,WS,2,2,0.6,0,1,0,2,5,8.3,0,0,0,0,0,1,21.9,89.1,1,75.2,151.7,226.9
DC,51,6,WS,2,2,1.7,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,51,7,WS,2,2,2.5,1.4,1,0,2,3.5,5.2,0,0,0,0,0,1,8.1,32.5,1,7.3,16.4,23.7
DC,51,8,WS,1,2,4,9,1,0,2,10,7.5,0,0,0,0,0,1,10,54.6,0,NA,NA,NA
DC,51,9,WS,1,2,1.8,2,1,0,2,3.5,3.5,0,0,0,0,0,1,4,16.4,0,NA,NA,NA
DC,51,10,WS,0,2,2.5,0,1,0,2,3,3.7,1,0,0,0,0,1,7,29.5,0,NA,NA,NA
DC,51,11,WS,0,2,1.8,2.4,1,0,2,6,4.2,0,0,0,0,0,1,9.6,38.2,0,NA,NA,NA
DC,51,12,WS,1,2,1.9,0,1,0,2,4,3.7,0,0,0,0,0,1,6.8,28.6,0,NA,NA,NA
DC,51,13,WS,2,2,2,1.8,1,0,2,7,5.5,0,0,0,0,0,1,11,56.4,0,NA,NA,NA
DC,51,14,WS,2,2,2,1,1,0,2,3,4.8,0,0,0,0,0,1,10.1,45.6,0,NA,NA,NA
DC,53,1,BS,0,2,1.7,3.2,1,0,2,3.4,2.6,0,0,0,0,0,1,5,35.5,1,3.7,6.7,10.4
DC,53,2,BS,0,2,2,1.9,1,0,2,5.3,2.7,0,0,0,0,0,1,5.2,30.1,1,2.8,6.4,9.2
DC,53,3,BS,0,2,1.7,0,1,0,1,0,2.4,0,0,0,0,0,1,4.4,28.1,1,1.7,2.9,4.6
DC,53,4,BS,0,2,2,2.9,1,0,2,7.6,3.5,0,0,0,0,0,1,5.5,33.8,1,1.4,7.7,9.1
DC,53,5,BS,0,2,1.7,4.6,1,0,1,7.8,2.5,0,0,1,0,0,1,3.1,27.9,1,0.7,1.8,2.5
DC,53,6,BS,0,2,1.4,7,1,0,2,11.5,3.3,0,0,0,0,0,1,6.5,44.5,1,6.1,12.1,18.2
DC,53,7,BS,0,2,1.5,9.3,1,0,2,0.9,2.7,0,0,0,0,0,1,3.8,29.7,1,1.2,2.9,4.1
DC,53,8,BS,2,2,1.5,2.1,1,0,2,0.7,2.4,0,0,0,0,0,1,2,16.6,0,NA,NA,NA
DC,53,9,BS,3,2,1.8,0,1,0,2,2.6,1.9,0,0,0,0,0,1,2.8,23.1,0,NA,NA,NA
DC,53,10,BS,0,2,1.3,2,1,0,2,1.1,1.9,0,0,0,0,0,1,2.1,24.1,0,NA,NA,NA
DC,53,11,BS,2,1,1.3,3.2,1,0,2,14.5,3.9,0,0,0,0,0,1,9.4,69.8,0,NA,NA,NA
DC,53,12,BS,0,2,1.1,3.3,1,0,2,2.2,2.3,0,0,0,0,0,1,3.7,21.8,0,NA,NA,NA
DC,53,13,BS,2,1,1.3,9.6,1,0,2,8.3,2.9,0,0,0,0,0,1,3,22.5,0,NA,NA,NA
DC,53,14,BS,0,2,1.2,4.6,1,1,2,5.7,3.1,0,0,0,0,0,1,2.7,15.2,0,NA,NA,NA
DC,53,1,LP,0,2,1.7,9.4,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,2,LP,0,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,3,LP,0,2,2.4,5.9,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,4,LP,0,2,2,5.2,1,0,2,4.1,5.8,0,0,0,0,0,1,19.1,107.6,1,30.8,121.4,152.2
DC,53,5,LP,0,1,2,9.1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,6,LP,0,1,2.2,0,1,1,2,0.8,3.7,0,0,0,0,0,1,7.3,36.2,1,5.7,7.7,13.4
DC,53,7,LP,0,2,2.7,10.4,1,0,1,4.8,3.1,0,0,0,0,0,1,7.5,41.6,1,7.9,9.1,17
DC,53,8,LP,2,1,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,9,LP,3,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,10,LP,0,1,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,11,LP,2,1,1.8,4.5,1,0,1,7.1,3.9,0,0,0,0,0,1,9.6,52.2,0,NA,NA,NA
DC,53,12,LP,0,2,1.5,12,1,0,2,5.6,4.4,0,0,0,0,0,1,19,98.6,0,NA,NA,NA
DC,53,13,LP,2,1,2,8.5,1,0,1,0,2.9,0,0,1,0,0,1,3.7,16.9,0,NA,NA,NA
DC,53,14,LP,0,2,2,1.4,1,0,2,2.1,3.2,0,0,0,0,0,1,7.4,39.6,0,NA,NA,NA
DC,53,1,TA,0,2,4.8,33,1,0,2,25.5,8.1,0,0,0,0,0,1,20.6,244,1,67.2,149.9,217.1
DC,53,2,TA,0,2,6,25.2,1,0,2,46,6.1,0,0,0,0,0,1,28.6,265,1,133.7,394.2,527.9
DC,53,3,TA,0,2,4.3,32.8,1,0,2,39.1,0.9,0,0,0,0,0,1,30.5,284.4,1,141.5,421.4,562.9
DC,53,4,TA,0,2,5,31.5,1,0,2,28.2,7.2,0,0,0,0,0,1,16.1,165.5,1,25.1,86.1,111.2
DC,53,5,TA,0,2,4.5,25.3,1,0,2,21.5,6.7,0,0,0,0,0,1,15,144.2,1,33,79,112
DC,53,6,TA,0,1,5,12.5,1,1,2,48.5,7.7,0,0,0,0,0,1,18.3,206,1,51.7,131.3,183
DC,53,7,TA,0,2,4.2,26.1,1,0,2,4.7,7.4,0,0,0,0,0,1,15.2,107.3,1,45.9,57.3,103.2
DC,53,8,TA,2,2,2.5,1.1,1,0,2,24.8,6.1,0,0,0,0,0,1,11.1,87.6,0,NA,NA,NA
DC,53,9,TA,3,1,3,10,1,0,2,16.7,5.1,0,0,0,0,0,1,16.6,121.5,0,NA,NA,NA
DC,53,10,TA,0,2,2.5,2.9,1,0,2,9,4.6,0,0,0,0,0,1,8.9,70.2,0,NA,NA,NA
DC,53,1,WS,0,2,2,7,1,0,2,5.6,5,0,0,0,0,0,1,9.6,53.1,1,8.1,19.1,27.2
DC,53,2,WS,0,2,1.3,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,3,WS,0,2,1.7,8.8,1,0,2,11.7,5.7,0,0,0,0,0,1,11.1,65.2,1,23.1,36.4,59.5
DC,53,4,WS,0,2,1.9,6,1,0,2,4.2,7,0,0,0,0,0,1,7.1,42.5,1,5.5,16.8,22.3
DC,53,5,WS,0,2,2.1,4.9,1,0,2,10.5,3.9,0,0,0,0,0,1,10.1,50.6,1,12.2,30.1,42.3
DC,53,6,WS,0,2,1.9,3.5,1,1,2,7.6,4.5,0,0,0,0,0,1,10.9,57.2,1,11,31.8,42.8
DC,53,7,WS,0,2,1.8,3.5,1,0,2,3.5,3.1,0,0,0,0,0,1,6.8,31.2,1,3.7,7.2,10.9
DC,53,8,WS,2,2,1,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
DC,53,9,WS,3,2,1.3,5.2,1,0,2,8.1,4.3,0,0,0,0,0,1,9.4,60.2,0,NA,NA,NA
DC,53,10,WS,0,2,1.3,1.5,1,0,2,4.9,2.9,0,0,0,0,0,1,8,52.1,0,NA,NA,NA
DC,53,11,WS,2,2,1.7,8,1,0,2,9.1,5.5,0,0,0,0,0,1,12.5,64.6,0,NA,NA,NA
DC,53,12,WS,0,2,1,7.2,1,0,2,7.2,2.7,0,0,0,0,0,1,5.4,51.7,0,NA,NA,NA
DC,53,13,WS,2,2,2,7.5,1,0,2,16.5,5.3,0,0,0,0,0,1,9.6,38.6,0,NA,NA,NA
DC,53,14,WS,0,2,1.2,4.2,1,0,2,6.2,4.3,0,0,0,0,0,1,8,33.2,0,NA,NA,NA
